Product Name,Segment,Country,City,State,Category,Sub-Category,Sales,Discount,Profit
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,United States,Philadelphia,Pennsylvania,Technology,Accessories,-0.230229,0.212153,-0.117726
"DataProducts Ampli Magnifier Task Lamp, Black,",Home Office,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.264619,0.212153,-0.094611
Xerox 1946,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.335554,0.212153,-0.091353
Acco 6 Outlet Guardian Basic Surge Suppressor,Corporate,United States,Dover,New Hampshire,Office Supplies,Appliances,-0.315426,-0.756643,-0.082556
"Sanford Colorific Scented Colored Pencils, 12/Pack",Corporate,United States,Dover,New Hampshire,Office Supplies,Art,-0.307018,-0.756643,-0.071359
24-Hour Round Wall Clock,Corporate,United States,Dover,New Hampshire,Furniture,Furnishings,-0.144409,-0.756643,0.1344
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Consumer,United States,New York City,New York,Office Supplies,Paper,-0.337297,-0.756643,-0.083748
Revere Boxed Rubber Bands by Revere,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,-0.351844,0.212153,-0.132502
Motorla HX550 Universal Bluetooth Headset,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,-0.21652,1.18095,-0.0548
Wilson Jones Century Plastic Molded Ring Binders,Corporate,United States,Long Beach,New York,Office Supplies,Binders,-0.128871,0.212153,0.093124
Acme Office Executive Series Stainless Steel Trimmers,Corporate,United States,Long Beach,New York,Office Supplies,Supplies,-0.341324,-0.756643,-0.103311
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.319919,0.212153,-0.080047
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Corporate,United States,Philadelphia,Pennsylvania,Technology,Phones,-0.330336,1.18095,-0.142816
Staples,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,-0.342049,0.212153,-0.099182
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Corporate,United States,York,Pennsylvania,Furniture,Chairs,0.308401,0.696552,-0.199554
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Consumer,United States,Concord,California,Furniture,Furnishings,-0.299332,-0.756643,-0.103847
Spigen Samsung Galaxy S5 Case Wallet,Consumer,United States,New York City,New York,Technology,Phones,-0.232517,-0.756643,-0.028047
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Consumer,United States,Saint Louis,Missouri,Technology,Accessories,-0.18945,-0.756643,0.063784
Xerox 1970,Consumer,United States,Quincy,Massachusetts,Office Supplies,Paper,-0.344854,-0.756643,-0.09236
GBC Standard Plastic Binding Systems Combs,Corporate,United States,New York City,New York,Office Supplies,Binders,-0.346106,0.212153,-0.100423
OIC Binder Clips,Consumer,United States,Los Angeles,California,Office Supplies,Fasteners,-0.33436,-0.756643,-0.076487
Fellowes Bankers Box Recycled Super Stor/Drawer,Consumer,United States,Minneapolis,Minnesota,Office Supplies,Storage,-0.10898,-0.756643,-0.080856
Newell 33,Home Office,United States,Deltona,Florida,Office Supplies,Art,-0.340175,0.212153,-0.11376
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Consumer,United States,Cincinnati,Ohio,Furniture,Furnishings,-0.241448,0.212153,0.004748
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Home Office,United States,Oakland,California,Office Supplies,Art,-0.31334,-0.756643,-0.079525
Razer Kraken PRO Over Ear PC and Music Headset,Consumer,United States,Laredo,Texas,Technology,Accessories,-0.060785,0.212153,-0.019893
Array Memo Cubes,Consumer,United States,Laredo,Texas,Office Supplies,Paper,-0.355528,0.212153,-0.10951
Newell 334,Consumer,United States,Laredo,Texas,Office Supplies,Art,-0.343359,0.212153,-0.117254
Newell 312,Consumer,United States,Kent,Ohio,Office Supplies,Art,-0.346337,0.212153,-0.114856
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Consumer,United States,Kent,Ohio,Technology,Accessories,-0.253335,0.212153,-0.160743
JBL Micro Wireless Portable Bluetooth Speaker,Consumer,United States,Kent,Ohio,Technology,Phones,-0.19556,1.18095,-0.237579
"Lifetime Advantage Folding Chairs, 4/Carton",Corporate,United States,San Angelo,Texas,Furniture,Chairs,0.121072,0.696552,-0.159575
Wilson Jones data.warehouse D-Ring Binders with DublLock,Consumer,United States,San Francisco,California,Office Supplies,Binders,-0.337133,0.212153,-0.092823
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Corporate,United States,Houston,Texas,Office Supplies,Storage,-0.269676,0.212153,-0.095957
Xerox 1982,Home Office,United States,Salt Lake City,Utah,Office Supplies,Paper,-0.295529,-0.756643,-0.032632
Xerox 1986,Home Office,United States,Salt Lake City,Utah,Office Supplies,Paper,-0.272359,-0.756643,0.000857
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Home Office,United States,Salt Lake City,Utah,Office Supplies,Binders,-0.301884,0.212153,-0.066679
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Home Office,United States,Salt Lake City,Utah,Office Supplies,Paper,-0.253938,-0.756643,0.018267
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Consumer,United States,New York City,New York,Office Supplies,Binders,-0.232065,0.212153,0.009561
Alphabetical Labels for Top Tab Filing,Consumer,United States,New York City,New York,Office Supplies,Labels,-0.297583,-0.756643,-0.027564
Hon Mobius Operator's Chair,Consumer,United States,New York City,New York,Furniture,Chairs,0.341626,-0.272245,0.129684
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Consumer,United States,New York City,New York,Technology,Accessories,-0.04799,-0.756643,-0.028442
Staple-based wall hangings,Consumer,United States,New York City,New York,Furniture,Furnishings,-0.266647,-0.756643,-0.002722
GBC Prestige Therm-A-Bind Covers,Corporate,United States,Salinas,California,Office Supplies,Binders,-0.280741,0.212153,-0.043243
HP Standard 104 key PS/2 Keyboard,Consumer,United States,Huntsville,Alabama,Technology,Accessories,-0.322294,-0.756643,-0.091385
Staple envelope,Consumer,United States,Columbus,Indiana,Office Supplies,Envelopes,-0.256377,-0.756643,0.027249
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Consumer,United States,Columbus,Indiana,Furniture,Furnishings,-0.174191,-0.756643,-0.013592
Fellowes Mighty 8 Compact Surge Protector,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,-0.271252,-0.756643,-0.049649
GBC DocuBind P50 Personal Binding Machine,Consumer,United States,Seattle,Washington,Office Supplies,Binders,-0.12244,0.212153,0.098899
Holmes HEPA Air Purifier,Consumer,United States,Seattle,Washington,Office Supplies,Appliances,-0.263983,-0.756643,-0.024708
Xerox 1988,Consumer,United States,Seattle,Washington,Office Supplies,Paper,-0.169987,-0.756643,0.115719
Harmony HEPA Quiet Air Purifiers,Consumer,United States,Seattle,Washington,Office Supplies,Appliances,-0.312506,-0.756643,-0.069891
Kingston Digital DataTraveler 16GB USB 2.0,Consumer,United States,Seattle,Washington,Technology,Accessories,-0.297022,-0.756643,-0.086039
Newell 343,Consumer,United States,Knoxville,Tennessee,Office Supplies,Art,-0.361279,0.212153,-0.120578
Newell 331,Consumer,United States,Montgomery,Alabama,Office Supplies,Art,-0.345288,-0.756643,-0.105427
Xerox 1999,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.343872,0.212153,-0.099099
Southworth Parchment Paper & Envelopes,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.360432,0.212153,-0.115077
3M Hangers With Command Adhesive,Consumer,United States,Little Rock,Arkansas,Furniture,Furnishings,-0.333205,-0.756643,-0.083479
Acco Hanging Data Binders,Home Office,United States,Seattle,Washington,Office Supplies,Binders,-0.359045,0.212153,-0.113227
"Eldon Executive Woodline II Desk Accessories, Mahogany",Consumer,United States,Lancaster,Pennsylvania,Furniture,Furnishings,-0.336568,0.212153,-0.114826
"Boston Model 1800 Electric Pencil Sharpener, Gray",Home Office,United States,Bristol,Tennessee,Office Supplies,Art,-0.260421,0.212153,-0.086284
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Home Office,United States,Aurora,Illinois,Technology,Phones,-0.307416,0.212153,-0.105997
Newell Chalk Holder,Home Office,United States,New York City,New York,Office Supplies,Art,-0.342319,-0.756643,-0.089895
Acco 3-Hole Punch,Consumer,United States,Fairfield,Connecticut,Office Supplies,Binders,-0.298546,-0.756643,-0.032585
Euro-Pro Shark Turbo Vacuum,Corporate,United States,Lincoln Park,Michigan,Office Supplies,Appliances,-0.100392,-0.272245,0.004627
Howard Miller Distant Time Traveler Alarm Clock,Consumer,United States,New York City,New York,Furniture,Furnishings,-0.324829,-0.756643,-0.074343
Wilson Jones Easy Flow II Sheet Lifters,Consumer,United States,San Jose,California,Office Supplies,Binders,-0.366516,0.212153,-0.120184
Storex Dura Pro Binders,Consumer,United States,San Jose,California,Office Supplies,Binders,-0.269702,0.212153,-0.03333
"Belkin 325VA UPS Surge Protector, 6'",Consumer,United States,San Jose,California,Office Supplies,Appliances,0.019419,-0.756643,0.135895
"Metal Folding Chairs, Beige, 4/Carton",Consumer,United States,San Jose,California,Furniture,Chairs,-0.194556,0.212153,-0.081767
Nontoxic Chalk,Corporate,United States,Jacksonville,Florida,Office Supplies,Art,-0.364308,0.212153,-0.118128
Zipper Ring Binder Pockets,Corporate,United States,San Francisco,California,Office Supplies,Binders,-0.352807,0.212153,-0.106885
Super Decoflex Portable Personal File,Corporate,United States,San Francisco,California,Office Supplies,Storage,-0.34479,-0.756643,-0.10443
Newell 312,Consumer,United States,Marion,Ohio,Office Supplies,Art,-0.308854,0.212153,-0.102391
Global Low Back Tilter Chair,Consumer,United States,Marion,Ohio,Furniture,Chairs,-0.255405,0.696552,-0.225795
Xerox 1991,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.28087,0.212153,-0.046283
Assorted Color Push Pins,Corporate,United States,Austin,Texas,Office Supplies,Fasteners,-0.36418,0.212153,-0.120327
Cisco SPA301,Corporate,United States,Austin,Texas,Technology,Phones,-0.168587,0.212153,-0.055744
Fellowes Advanced Computer Series Surge Protectors,Consumer,United States,San Francisco,California,Office Supplies,Appliances,-0.283816,-0.756643,-0.059008
Recycled Steel Personal File for Hanging File Folders,Consumer,United States,Chicago,Illinois,Office Supplies,Storage,-0.001505,0.212153,-0.061257
HTC One,Consumer,United States,Portland,Oregon,Technology,Phones,0.144589,0.212153,0.031332
Logitech ClearChat Comfort/USB Headset H390,Corporate,United States,Burlington,Vermont,Technology,Accessories,-0.039839,-0.756643,0.166503
Fellowes Stor/Drawer Steel Plus Storage Drawers,Consumer,United States,Indianapolis,Indiana,Office Supplies,Storage,-0.062576,-0.756643,-0.073449
Manco Dry-Lighter Erasable Highlighter,Consumer,United States,Indianapolis,Indiana,Office Supplies,Art,-0.329803,-0.756643,-0.087036
Fiskars Home & Office Scissors,Home Office,United States,Provo,Utah,Office Supplies,Supplies,-0.297583,-0.756643,-0.069264
Avery Self-Adhesive Photo Pockets for Polaroid Photos,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.307634,0.212153,-0.065355
Eldon Portable Mobile Manager,Home Office,United States,Pasadena,California,Office Supplies,Storage,-0.278071,-0.756643,-0.057143
Newell 344,Home Office,United States,Pasadena,California,Office Supplies,Art,-0.359905,-0.756643,-0.116164
Advantus T-Pin Paper Clips,Home Office,United States,Pasadena,California,Office Supplies,Fasteners,-0.354353,-0.756643,-0.107318
"Acco Six-Outlet Power Strip, 4' Cord Length",Home Office,United States,Pasadena,California,Office Supplies,Appliances,-0.354995,-0.756643,-0.112768
Xerox 1959,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.34739,-0.756643,-0.094959
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.301884,0.212153,-0.066679
Avery Durable Binders,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.350342,0.212153,-0.104508
Xerox 22,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.337634,-0.756643,-0.082501
Xerox 1911,Home Office,United States,San Diego,California,Office Supplies,Paper,-0.138248,-0.756643,0.172121
Holmes Odor Grabber,Corporate,United States,San Francisco,California,Office Supplies,Appliances,-0.299412,-0.756643,-0.061393
Holmes HEPA Air Purifier,Corporate,United States,San Francisco,California,Office Supplies,Appliances,-0.298931,-0.756643,-0.057251
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Corporate,United States,Bangor,Maine,Furniture,Furnishings,-0.193157,-0.756643,0.022548
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Consumer,United States,San Francisco,California,Office Supplies,Paper,-0.339078,-0.756643,-0.085137
Advantus Plastic Paper Clips,Home Office,United States,San Diego,California,Office Supplies,Fasteners,-0.360804,-0.756643,-0.11209
Logitech G19 Programmable Gaming Keyboard,Home Office,United States,San Diego,California,Technology,Accessories,0.228031,-0.756643,0.163492
Imation Bio 8GB USB Flash Drive Imation Corp,Consumer,United States,New York City,New York,Technology,Accessories,-0.102081,-0.756643,-0.015884
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Consumer,United States,Atlanta,Georgia,Office Supplies,Paper,-0.360355,-0.756643,-0.112192
"ACCOHIDE 3-Ring Binder, Blue, 1""",Consumer,United States,Atlanta,Georgia,Office Supplies,Binders,-0.355573,-0.756643,-0.105763
Xerox 1989,Home Office,United States,Monroe,North Carolina,Office Supplies,Paper,-0.356041,0.212153,-0.110855
Xerox 1984,Consumer,United States,Seattle,Washington,Office Supplies,Paper,-0.348031,-0.756643,-0.095226
Xerox 227,Corporate,United States,Rochester,New York,Office Supplies,Paper,-0.358429,-0.756643,-0.109057
Wilson Jones Leather-Like Binders with DublLock Round Rings,Corporate,United States,Rochester,New York,Office Supplies,Binders,-0.35762,0.212153,-0.112273
Bulldog Vacuum Base Pencil Sharpener,Corporate,United States,Miami,Florida,Office Supplies,Art,-0.291871,0.212153,-0.104421
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,United States,Seattle,Washington,Office Supplies,Storage,-0.048327,-0.756643,0.082309
Bevis Round Conference Room Tables and Bases,Corporate,United States,Los Angeles,California,Furniture,Tables,-0.138678,0.212153,-0.107028
"Global Deluxe Stacking Chair, Gray",Corporate,United States,Los Angeles,California,Furniture,Chairs,-0.172503,0.212153,-0.063575
"SAFCO Commercial Wire Shelving, 72h",Consumer,United States,Southaven,Mississippi,Office Supplies,Storage,0.122497,-0.756643,-0.122336
KI Adjustable-Height Table,Consumer,United States,Southaven,Mississippi,Furniture,Tables,-0.230865,-0.756643,-0.026903
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Consumer,United States,Southaven,Mississippi,Technology,Accessories,-0.009464,-0.756643,0.107123
Novimex Fabric Task Chair,Consumer,United States,Seattle,Washington,Furniture,Chairs,-0.212271,0.212153,-0.148368
Bestar Classic Bookcase,Consumer,United States,Seattle,Washington,Furniture,Bookcases,-0.047942,-0.756643,0.039869
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Corporate,United States,Middletown,Connecticut,Office Supplies,Paper,-0.29155,-0.756643,-0.027762
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Consumer,United States,New Castle,Indiana,Technology,Phones,-0.330445,-0.756643,-0.093744
Staple holder,Consumer,United States,New Castle,Indiana,Office Supplies,Appliances,-0.271445,-0.756643,-0.052383
Xerox 1965,Corporate,United States,Murfreesboro,Tennessee,Office Supplies,Paper,-0.345798,0.212153,-0.100126
Bionaire 99.97% HEPA Air Cleaner,Consumer,United States,Salem,Virginia,Office Supplies,Appliances,-0.312602,-0.756643,-0.069981
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Corporate,United States,Toledo,Ohio,Office Supplies,Appliances,-0.340779,0.212153,-0.116739
Newell 351,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.342512,-0.756643,-0.102032
Xerox 2,Corporate,United States,Columbus,Georgia,Office Supplies,Paper,-0.348031,-0.756643,-0.095779
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Corporate,United States,New York City,New York,Technology,Phones,-0.360884,-0.756643,-0.11663
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Corporate,United States,Middletown,Connecticut,Furniture,Furnishings,-0.076872,-0.756643,0.04078
Avoid Verbal Orders Carbonless Minifold Book,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.347133,-0.756643,-0.095786
Plantronics MX500i Earset,Consumer,United States,New York City,New York,Technology,Phones,-0.29991,-0.756643,-0.116835
Storex DuraTech Recycled Plastic Frosted Binders,Consumer,United States,Midland,Michigan,Office Supplies,Binders,-0.348416,-0.756643,-0.095185
Avery Durable Binders,Consumer,United States,Midland,Michigan,Office Supplies,Binders,-0.350342,-0.756643,-0.098238
First Data FD10 PIN Pad,Corporate,United States,Columbus,Georgia,Technology,Accessories,0.138222,-0.756643,0.012564
Easy-staple paper,Home Office,United States,Roswell,Georgia,Office Supplies,Paper,-0.198227,-0.756643,0.090987
"Bush Westfield Collection Bookcases, Fully Assembled",Corporate,United States,Chicago,Illinois,Furniture,Bookcases,-0.141983,0.696552,-0.182687
Xerox 188,Corporate,United States,Houston,Texas,Office Supplies,Paper,-0.325156,0.212153,-0.080219
Global Leather Executive Chair,Home Office,United States,Peoria,Arizona,Furniture,Chairs,0.081728,0.212153,0.027501
"Sortfiler Multipurpose Personal File Organizer, Black",Home Office,United States,Peoria,Arizona,Office Supplies,Storage,-0.258996,0.212153,-0.089463
Boston 16801 Nautilus Battery Pencil Sharpener,Home Office,United States,Peoria,Arizona,Office Supplies,Art,-0.227559,0.212153,-0.094147
Newell 319,Home Office,United States,Peoria,Arizona,Office Supplies,Art,-0.343359,0.212153,-0.113866
Avery 486,Corporate,United States,Sioux Falls,South Dakota,Office Supplies,Labels,-0.345368,-0.756643,-0.093002
Avery Printable Repositionable Plastic Tabs,Corporate,United States,Sioux Falls,South Dakota,Office Supplies,Binders,-0.29983,-0.756643,-0.03606
Novimex Fabric Task Chair,Corporate,United States,Sioux Falls,South Dakota,Furniture,Chairs,-0.075284,-0.756643,-0.005191
Cardinal Slant-D Ring Binders,Corporate,United States,Sioux Falls,South Dakota,Office Supplies,Binders,-0.27122,-0.756643,0.007505
Belkin Premiere Surge Master II 8-outlet surge protector,Consumer,United States,Richmond,Virginia,Office Supplies,Appliances,-0.057024,-0.756643,0.118233
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Corporate,United States,Seattle,Washington,Technology,Accessories,0.057881,-0.756643,0.150124
Tuf-Vin Binders,Corporate,United States,Henderson,Kentucky,Office Supplies,Binders,-0.216808,-0.756643,0.067752
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Corporate,United States,Henderson,Kentucky,Office Supplies,Binders,-0.271525,-0.756643,-0.003255
Aluminum Screw Posts,Corporate,United States,Henderson,Kentucky,Office Supplies,Binders,-0.246397,-0.756643,0.040526
GBC Twin Loop Wire Binding Elements,Corporate,United States,New York City,New York,Office Supplies,Binders,-0.240665,0.212153,0.005529
"Bush Westfield Collection Bookcases, Medium Cherry Finish",Corporate,United States,New York City,New York,Furniture,Bookcases,-0.2944,0.212153,-0.117385
Xerox 1967,Corporate,United States,New York City,New York,Office Supplies,Paper,-0.348031,-0.756643,-0.095779
Wausau Papers Astrobrights Colored Envelopes,Home Office,United States,Fort Collins,Colorado,Office Supplies,Envelopes,-0.345798,0.212153,-0.100126
"Tennsco Lockers, Gray",Corporate,United States,Los Angeles,California,Office Supplies,Storage,-0.301498,-0.756643,-0.109797
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Corporate,United States,Los Angeles,California,Office Supplies,Paper,-0.301916,-0.756643,-0.033327
Xerox 196,Consumer,United States,Lafayette,Indiana,Office Supplies,Paper,-0.359552,-0.756643,-0.110245
Holmes Odor Grabber,Consumer,United States,Clarksville,Tennessee,Office Supplies,Appliances,-0.257764,0.212153,-0.07432
Convenience Packs of Business Envelopes,Consumer,United States,Fairfield,Connecticut,Office Supplies,Envelopes,-0.351401,-0.756643,-0.100546
Xerox 1994,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.327236,-0.756643,-0.069223
Personal Creations Ink Jet Cards and Labels,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.295144,-0.756643,-0.02628
Turquoise Lead Holder with Pocket Clip,Consumer,United States,Columbus,Ohio,Office Supplies,Art,-0.351626,0.212153,-0.114899
Newell 315,Consumer,United States,Warner Robins,Georgia,Office Supplies,Art,-0.301659,-0.756643,-0.077661
Nu-Dell Executive Frame,Home Office,United States,Franklin,Massachusetts,Furniture,Furnishings,-0.267417,-0.756643,-0.02251
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Home Office,United States,Franklin,Massachusetts,Technology,Accessories,-0.185952,-0.756643,-0.005567
"Belkin 19"" Vented Equipment Shelf, Black",Consumer,United States,Chicago,Illinois,Office Supplies,Storage,-0.170577,0.212153,-0.247603
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Consumer,United States,San Antonio,Texas,Office Supplies,Paper,-0.256377,0.212153,-0.017626
3-ring staple pack,Corporate,United States,Los Angeles,California,Office Supplies,Binders,-0.354347,0.212153,-0.108852
Satellite Sectional Post Binders,Corporate,United States,Los Angeles,California,Office Supplies,Binders,-0.257379,0.212153,-0.025971
"Wirebound Message Book, 4 per Page",Corporate,United States,Los Angeles,California,Office Supplies,Paper,-0.351401,-0.756643,-0.099619
Fellowes Advanced Computer Series Surge Protectors,Corporate,United States,Los Angeles,California,Office Supplies,Appliances,-0.24131,-0.756643,-0.027344
Prang Dustless Chalk Sticks,Corporate,United States,Los Angeles,California,Office Supplies,Art,-0.352653,-0.756643,-0.10082
GBC Prestige Therm-A-Bind Covers,Corporate,United States,San Francisco,California,Office Supplies,Binders,-0.148613,0.212153,0.075397
Memorex Micro Travel Drive 32 GB,Corporate,United States,San Francisco,California,Technology,Accessories,-0.310243,-0.756643,-0.055316
Xerox 1926,Corporate,United States,New York City,New York,Office Supplies,Paper,-0.312891,-0.756643,-0.052392
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Home Office,United States,Waynesboro,Virginia,Furniture,Furnishings,-0.163632,-0.756643,0.052358
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Home Office,United States,Waynesboro,Virginia,Office Supplies,Appliances,-0.11158,-0.756643,0.069297
Ibico Covers for Plastic or Wire Binding Elements,Home Office,United States,Waynesboro,Virginia,Office Supplies,Binders,-0.295016,-0.756643,-0.033968
"Global Leather & Oak Executive Chair, Burgundy",Consumer,United States,Sacramento,California,Furniture,Chairs,-0.175134,0.212153,-0.199633
HP Office Recycled Paper (20Lb. and 87 Bright),Consumer,United States,Clinton,Maryland,Office Supplies,Paper,-0.331729,-0.756643,-0.073973
"Dixon Ticonderoga Maple Cedar Pencil, #2",Corporate,United States,Fairfield,Ohio,Office Supplies,Art,-0.360945,0.212153,-0.121025
Acco Hot Clips Clips to Go,Corporate,United States,Aurora,Illinois,Office Supplies,Fasteners,-0.364604,0.212153,-0.118824
Tops Wirebound Message Log Books,Corporate,United States,Aurora,Illinois,Office Supplies,Paper,-0.330817,0.212153,-0.08947
Global Ergonomic Managers Chair,Corporate,United States,Aurora,Illinois,Furniture,Chairs,0.03773,0.696552,-0.184143
Revere Boxed Rubber Bands by Revere,Consumer,United States,Smyrna,Georgia,Office Supplies,Fasteners,-0.359729,-0.756643,-0.121851
Acme Kleencut Forged Steel Scissors,Consumer,United States,Columbus,Ohio,Office Supplies,Supplies,-0.35409,0.212153,-0.117435
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Home Office,United States,Thousand Oaks,California,Office Supplies,Paper,-0.316277,-0.756643,-0.058023
Advantus T-Pin Paper Clips,Home Office,United States,Lorain,Ohio,Office Supplies,Fasteners,-0.357248,0.212153,-0.115019
Xerox 1951,Home Office,United States,Lorain,Ohio,Office Supplies,Paper,-0.289291,0.212153,-0.056209
DAX Solid Wood Frames,Home Office,United States,Lorain,Ohio,Furniture,Furnishings,-0.281037,0.212153,-0.072703
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Consumer,United States,Fresno,California,Office Supplies,Appliances,-0.086356,-0.756643,0.073057
Staples in misc. colors,Consumer,United States,Fresno,California,Office Supplies,Art,-0.343121,-0.756643,-0.103187
Avery Arch Ring Binders,Consumer,United States,Fresno,California,Office Supplies,Binders,-0.070502,0.212153,0.145534
Clearsounds A400,Consumer,United States,Fresno,California,Technology,Phones,-0.02999,0.212153,-0.054725
Hewlett Packard 310 Color Digital Copier,Consumer,United States,Fresno,California,Technology,Copiers,0.401349,0.212153,0.133794
Staples,Consumer,United States,San Diego,California,Office Supplies,Fasteners,-0.356215,-0.756643,-0.106901
Recycled Premium Regency Composition Covers,Consumer,United States,San Diego,California,Office Supplies,Binders,-0.329598,0.212153,-0.084502
Xerox 219,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.358429,-0.756643,-0.109057
Xerox 1903,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.301659,-0.756643,-0.034773
"Seth Thomas 14"" Day/Date Wall Clock",Consumer,United States,New York City,New York,Furniture,Furnishings,-0.186032,-0.756643,0.057603
Newell 345,Consumer,United States,Malden,Massachusetts,Office Supplies,Art,-0.305157,-0.756643,-0.078293
Imation Clip USB flash drive - 8 GB,Corporate,United States,New York City,New York,Technology,Accessories,-0.308494,-0.756643,-0.112705
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Corporate,United States,New York City,New York,Technology,Accessories,-0.272712,-0.756643,-0.020051
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Corporate,United States,New York City,New York,Office Supplies,Paper,-0.309457,-0.756643,-0.051257
Avery File Folder Labels,Consumer,United States,San Francisco,California,Office Supplies,Labels,-0.359584,-0.756643,-0.110287
Newell 318,Consumer,United States,San Francisco,California,Office Supplies,Art,-0.342062,-0.756643,-0.103822
X-Rack File for Hanging Folders,Corporate,United States,Florence,South Carolina,Office Supplies,Storage,-0.278248,-0.756643,-0.05968
Hanging Personal Folder File,Consumer,United States,Springfield,Missouri,Office Supplies,Storage,-0.217675,-0.756643,-0.021801
Staple envelope,Consumer,United States,Springfield,Missouri,Office Supplies,Envelopes,-0.323257,-0.756643,-0.065353
Motorola HK250 Universal Bluetooth Headset,Consumer,United States,Los Angeles,California,Technology,Phones,-0.162246,0.212153,-0.245997
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Consumer,United States,Los Angeles,California,Technology,Phones,-0.240588,0.212153,-0.007189
Staples in misc. colors,Consumer,United States,San Francisco,California,Office Supplies,Art,-0.329996,-0.756643,-0.088243
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,-0.359713,0.212153,-0.114152
3-ring staple pack,Corporate,United States,Los Angeles,California,Office Supplies,Binders,-0.35676,0.212153,-0.1111
Xerox 1974,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.349636,-0.756643,-0.097318
