Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
Petty Cash Envelope,Corporate,United States,Arizona,Office Supplies,Paper,0.183165,0.0,0.814749,0
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Corporate,United States,Arizona,Office Supplies,Appliances,0.043326,0.0,0.208138,2
2300 Heavy-Duty Transfer File Systems by Perma,Corporate,United States,Arizona,Office Supplies,Storage,0.310934,0.0,-0.374136,2
Samsung Rugby III,Corporate,United States,Arizona,Technology,Phones,0.605028,0.0,0.521262,2
Prestige Round Ring Binders,Corporate,United States,California,Office Supplies,Binders,-0.723888,0.0,-0.196505,1
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Corporate,United States,California,Office Supplies,Envelopes,-0.54605,-1.0,-0.057729,3
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Corporate,United States,California,Office Supplies,Binders,-0.248351,0.0,0.023473,2
Acme Stainless Steel Office Snips,Consumer,United States,Alabama,Office Supplies,Supplies,-0.847579,-1.0,-0.245064,3
Strathmore Photo Mount Cards,Consumer,United States,Washington,Office Supplies,Paper,-0.194638,-1.0,0.250933,3
Xerox 203,Consumer,United States,Ohio,Office Supplies,Paper,-0.230469,0.0,0.08059,2
Newell 35,Consumer,United States,Ohio,Office Supplies,Art,-0.983788,0.0,-0.29583,1
Plantronics Audio 995 Wireless Stereo Headset,Consumer,United States,Texas,Technology,Accessories,0.604918,0.0,1.229851,0
Storex Dura Pro Binders,Consumer,United States,Rhode Island,Office Supplies,Binders,-0.249756,-1.0,0.170361,3
Xerox 1948,Consumer,United States,Rhode Island,Office Supplies,Paper,-0.12661,-1.0,0.337109,3
Deluxe Heavy-Duty Vinyl Round Ring Binder,Consumer,United States,California,Office Supplies,Binders,-0.162054,0.0,0.101383,2
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Corporate,United States,Kentucky,Office Supplies,Paper,-0.575731,-1.0,-0.085079,3
"Trav-L-File Heavy-Duty Shuttle II, Black",Corporate,United States,Colorado,Office Supplies,Storage,0.368483,0.0,0.317129,2
OtterBox Defender Series Case - Samsung Galaxy S4,Home Office,United States,Illinois,Technology,Phones,-0.051631,0.0,-0.097176,2
Wilson Jones Suede Grain Vinyl Binders,Corporate,United States,Pennsylvania,Office Supplies,Binders,-1.274983,0.701566,-0.383678,1
OtterBox Defender Series Case - iPhone 5c,Corporate,United States,California,Technology,Phones,0.194281,0.0,0.088117,2
Wilson Jones DublLock D-Ring Binders,Consumer,United States,Arizona,Office Supplies,Binders,-1.350813,0.701566,-0.368521,1
Easy-staple paper,Corporate,United States,Alabama,Office Supplies,Paper,0.106061,-1.0,0.94032,0
Surelock Post Binders,Corporate,United States,Alabama,Office Supplies,Binders,0.206985,-1.0,1.335467,0
Wilson Jones DublLock D-Ring Binders,Corporate,United States,Alabama,Office Supplies,Binders,-0.19648,-1.0,0.297178,3
Ibico Plastic Spiral Binding Combs,Home Office,United States,Georgia,Office Supplies,Binders,0.204932,-1.0,1.196698,0
"Iceberg OfficeWorks 42"" Round Tables",Home Office,United States,Georgia,Furniture,Tables,0.796328,-1.0,2.121963,0
Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Corporate,United States,Massachusetts,Office Supplies,Binders,-0.01739,-1.0,0.535409,3
Avery 499,Corporate,United States,Texas,Office Supplies,Labels,-0.51304,0.0,-0.127075,1
DAX Wood Document Frame,Consumer,United States,Connecticut,Furniture,Furnishings,-0.282593,-1.0,0.044282,3
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Consumer,United States,Washington,Office Supplies,Binders,0.006871,0.0,0.388161,2
Chromcraft Round Conference Tables,Consumer,United States,New Jersey,Furniture,Tables,0.576508,0.255488,-1.526078,2
Logitech G700s Rechargeable Gaming Mouse,Corporate,United States,Texas,Technology,Accessories,0.420418,0.0,1.269655,0
Hon Deluxe Fabric Upholstered Stacking Chairs,Corporate,United States,Texas,Furniture,Chairs,1.070611,0.255488,-1.444584,2
Stockwell Gold Paper Clips,Corporate,United States,New York,Office Supplies,Fasteners,-1.127433,-1.0,-0.250953,3
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Consumer,United States,Arizona,Furniture,Furnishings,0.315613,0.0,-0.432289,2
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Consumer,United States,Arizona,Technology,Accessories,0.22486,0.0,-0.729263,2
Razer Kraken PRO Over Ear PC and Music Headset,Home Office,United States,Florida,Technology,Accessories,0.593893,0.0,0.840631,0
Wilson Jones Century Plastic Molded Ring Binders,Corporate,United States,Michigan,Office Supplies,Binders,-0.110656,-1.0,0.392679,3
Xerox 1946,Corporate,United States,Michigan,Office Supplies,Paper,-0.601332,-1.0,-0.089048,3
Newell 320,Corporate,United States,Pennsylvania,Office Supplies,Art,-0.87279,0.0,-0.295503,1
Avery 482,Corporate,United States,California,Office Supplies,Labels,-0.772929,-1.0,-0.167477,3
"Eldon Image Series Desk Accessories, Burgundy",Consumer,United States,Texas,Furniture,Furnishings,-0.882734,0.637883,-0.469488,1
Newell 340,Home Office,United States,New York,Office Supplies,Art,-0.478527,-1.0,-0.133216,3
GBC Plastic Binding Combs,Home Office,United States,New York,Office Supplies,Binders,-0.468013,0.0,-0.081761,1
Avery 506,Home Office,United States,New York,Office Supplies,Labels,-0.261033,-1.0,0.167959,3
Acme Forged Steel Scissors with Black Enamel Handles,Consumer,United States,North Carolina,Office Supplies,Supplies,-0.017888,0.0,-0.102019,2
Square Credit Card Reader,Consumer,United States,California,Technology,Phones,-0.219048,0.0,-0.229052,2
Xerox 192,Consumer,United States,California,Office Supplies,Paper,-0.306832,-1.0,0.136941,3
HP Office Recycled Paper (20Lb. and 87 Bright),Consumer,United States,California,Office Supplies,Paper,-0.12149,-1.0,0.403544,3
X-Rack File for Hanging Folders,Consumer,United States,California,Office Supplies,Storage,-0.195006,-1.0,0.005078,3
Zebra Zazzle Fluorescent Highlighters,Consumer,United States,Tennessee,Office Supplies,Art,-0.723888,0.0,-0.254673,1
Xerox 199,Consumer,United States,Tennessee,Office Supplies,Paper,-1.155789,0.0,-0.278047,1
WD My Passport Ultra 500GB Portable External Hard Drive,Corporate,United States,Washington,Technology,Accessories,0.458245,-1.0,0.772329,0
Staples,Consumer,United States,New York,Office Supplies,Fasteners,-1.118914,-1.0,-0.268946,3
Logitech Trackman Marble Mouse,Home Office,United States,California,Technology,Accessories,0.199619,-1.0,1.047889,0
Coloredge Poster Frame,Home Office,United States,California,Furniture,Furnishings,-0.100308,-1.0,0.287759,3
Avery 488,Consumer,United States,Pennsylvania,Office Supplies,Labels,-1.000446,0.0,-0.2524,1
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Corporate,United States,New York,Office Supplies,Envelopes,0.058183,-1.0,0.709287,0
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Corporate,United States,New York,Office Supplies,Paper,-0.936628,-1.0,-0.211268,3
Magna Visual Magnetic Picture Hangers,Corporate,United States,Washington,Furniture,Furnishings,-0.727763,-1.0,-0.182564,3
Stanley Contemporary Battery Pencil Sharpeners,Consumer,United States,Georgia,Office Supplies,Art,-0.125683,-1.0,0.092467,3
"Crayola Anti Dust Chalk, 12/Pack",Consumer,United States,Texas,Office Supplies,Art,-0.704006,0.0,-0.200109,1
Acco Perma 3000 Stacking Storage Drawers,Consumer,United States,Texas,Office Supplies,Storage,-0.490935,0.0,-0.325656,1
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Consumer,United States,Texas,Office Supplies,Art,-0.596087,0.0,-0.178576,1
"Avery Durable Plastic 1"" Binders",Home Office,United States,California,Office Supplies,Binders,-0.457384,0.0,-0.07584,1
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Consumer,United States,Texas,Office Supplies,Paper,-0.50984,0.0,-0.103661,1
Xerox 197,Consumer,United States,Texas,Office Supplies,Paper,0.543728,0.0,2.184593,0
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Home Office,United States,California,Technology,Phones,-0.199322,0.0,-0.19398,2
"DAX Value U-Channel Document Frames, Easel Back",Home Office,United States,California,Furniture,Furnishings,-0.714691,-1.0,-0.203914,3
Prang Dustless Chalk Sticks,Home Office,United States,California,Office Supplies,Art,-0.880728,-1.0,-0.193686,3
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Consumer,United States,New York,Office Supplies,Binders,-0.463995,0.0,-0.11216,1
Ibico Covers for Plastic or Wire Binding Elements,Home Office,United States,Nebraska,Office Supplies,Binders,-0.187353,-1.0,0.248441,3
"Eldon Image Series Desk Accessories, Burgundy",Consumer,United States,California,Furniture,Furnishings,-0.788404,-1.0,-0.206551,3
4009 Highlighters by Sanford,Corporate,United States,California,Office Supplies,Art,-0.171785,-1.0,0.114449,3
Safco Steel Mobile File Cart,Consumer,United States,Texas,Office Supplies,Storage,0.503704,0.0,0.1392,2
Acco D-Ring Binder w/DublLock,Consumer,United States,Texas,Office Supplies,Binders,-0.388094,0.749016,-1.594867,1
Ibico Plastic and Wire Spiral Binding Combs,Consumer,United States,Texas,Office Supplies,Binders,-0.879229,0.749016,-0.754942,1
"Leather Task Chair, Black",Consumer,United States,Pennsylvania,Furniture,Chairs,0.062777,0.255488,-0.663972,2
Ibico Laser Imprintable Binding System Covers,Consumer,United States,Washington,Office Supplies,Binders,0.171928,0.0,0.670392,2
Avery Durable Poly Binders,Consumer,United States,Washington,Office Supplies,Binders,-0.591163,0.0,-0.158743,1
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Corporate,United States,California,Office Supplies,Binders,-0.388966,0.0,-0.033905,1
Newell 325,Home Office,United States,Illinois,Office Supplies,Art,-0.497692,0.0,-0.241301,1
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Consumer,United States,Arizona,Furniture,Furnishings,0.514695,0.0,1.446426,0
Xerox 1970,Consumer,United States,Arizona,Office Supplies,Paper,-0.418078,0.0,-0.070737,1
Xerox 1960,Consumer,United States,Arizona,Office Supplies,Paper,0.500379,0.0,1.909465,0
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Consumer,United States,Arizona,Office Supplies,Art,0.183311,0.0,0.037878,2
12 Colored Short Pencils,Consumer,United States,Pennsylvania,Office Supplies,Art,-1.078521,0.0,-0.304245,1
"Master Caster Door Stop, Large Neon Orange",Consumer,United States,Pennsylvania,Furniture,Furnishings,-0.64696,0.0,-0.194097,1
Rubber Band Ball,Corporate,United States,Delaware,Office Supplies,Fasteners,-0.302636,-1.0,-0.298311,3
Loose Memo Sheets,Corporate,United States,Delaware,Office Supplies,Paper,-0.84584,-1.0,-0.191081,3
Xerox 1988,Corporate,United States,Florida,Office Supplies,Paper,0.124494,0.0,0.526242,2
"Neat Ideas Personal Hanging Folder Files, Black",Consumer,United States,Arizona,Office Supplies,Storage,-0.681483,0.0,-0.287836,1
OIC Bulk Pack Metal Binder Clips,Consumer,United States,Arizona,Office Supplies,Fasteners,-0.787592,0.0,-0.217112,1
Belkin OmniView SE Rackmount Kit,Corporate,United States,New York,Office Supplies,Storage,0.526589,-1.0,-0.317812,3
"Bush Andora Bookcase, Maple/Graphite Gray Finish",Home Office,United States,California,Furniture,Bookcases,0.510866,-0.172979,0.294421,2
"Rogers Jumbo File, Granite",Corporate,United States,New Jersey,Office Supplies,Storage,-0.118652,-1.0,-0.302631,3
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Corporate,United States,New Jersey,Office Supplies,Appliances,-0.646153,-1.0,-0.205647,3
GE DSL Phone Line Filter,Consumer,United States,Massachusetts,Technology,Phones,-0.1263,-1.0,0.106352,3
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Consumer,United States,Massachusetts,Office Supplies,Art,-0.503932,-1.0,-0.078428,3
Eldon Wave Desk Accessories,Consumer,United States,Ohio,Furniture,Furnishings,-0.790441,0.0,-0.233087,1
Stockwell Push Pins,Consumer,United States,Ohio,Office Supplies,Fasteners,-0.692761,0.0,-0.254746,1
GBC Recycled Grain Textured Covers,Home Office,United States,California,Office Supplies,Binders,0.167472,0.0,0.733734,0
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Home Office,United States,California,Office Supplies,Paper,-0.190494,-1.0,0.268945,3
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Corporate,United States,Texas,Office Supplies,Storage,-0.288812,0.0,-0.230164,2
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Home Office,United States,Texas,Office Supplies,Appliances,-0.741971,0.749016,-1.26706,1
Xerox 1934,Consumer,United States,California,Office Supplies,Paper,0.284571,-1.0,1.656911,0
Avery 481,Home Office,United States,Wisconsin,Office Supplies,Labels,-0.384544,-1.0,0.061091,3
Large Capacity Hanging Post Binders,Consumer,United States,Kentucky,Office Supplies,Binders,0.326112,-1.0,1.74676,0
Newell 310,Corporate,United States,Washington,Office Supplies,Art,-0.981278,-1.0,-0.260993,3
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Consumer,United States,New York,Technology,Accessories,0.208177,-1.0,1.110635,0
Staple envelope,Consumer,United States,Pennsylvania,Office Supplies,Envelopes,-0.741058,0.0,-0.188403,1
Newell 319,Consumer,United States,Pennsylvania,Office Supplies,Art,0.150286,0.0,0.045531,2
KI Adjustable-Height Table,Consumer,United States,Washington,Furniture,Tables,0.447463,-1.0,1.295136,0
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Corporate,United States,Washington,Office Supplies,Binders,-0.177235,0.0,0.150462,2
Avery 518,Home Office,United States,California,Office Supplies,Labels,-0.440401,-1.0,0.014736,3
Newell 333,Home Office,United States,Washington,Office Supplies,Art,-1.235776,-1.0,-0.290915,3
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.657962,0.0,-0.166004,1
Sensible Storage WireTech Storage Systems,Consumer,United States,South Carolina,Office Supplies,Storage,0.710902,-1.0,0.328563,0
Wireless Extenders zBoost YX545 SOHO Signal Booster,Home Office,United States,Washington,Technology,Phones,0.796815,0.0,1.11582,0
Kingston Digital DataTraveler 16GB USB 2.0,Consumer,United States,Texas,Technology,Accessories,-0.386118,0.0,-0.327854,1
GBC Imprintable Covers,Consumer,United States,Texas,Office Supplies,Binders,-0.767373,0.749016,-0.837775,1
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Consumer,United States,California,Office Supplies,Paper,0.320612,-1.0,1.848856,0
Newell 347,Corporate,United States,Georgia,Office Supplies,Art,-0.605309,-1.0,-0.18035,3
Pastel Pink Envelopes,Consumer,United States,California,Office Supplies,Envelopes,-0.379083,-1.0,0.065967,3
Belkin F8E887 USB Wired Ergonomic Keyboard,Consumer,United States,California,Technology,Accessories,-0.245695,-1.0,-0.086235,3
Safco Contoured Stacking Chairs,Consumer,United States,California,Furniture,Chairs,0.736328,0.0,0.547991,2
ARKON Windshield Dashboard Air Vent Car Mount Holder,Consumer,United States,Texas,Technology,Phones,-0.119259,0.0,-0.666083,2
"Lifetime Advantage Folding Chairs, 4/Carton",Consumer,United States,Texas,Furniture,Chairs,0.973693,0.255488,-1.154551,2
Pizazz Global Quick File,Home Office,United States,Illinois,Office Supplies,Storage,-0.340085,0.0,-0.229141,1
Xerox 1949,Home Office,United States,Alabama,Office Supplies,Paper,-1.005366,-1.0,-0.227485,3
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Consumer,United States,New York,Office Supplies,Appliances,0.445108,-1.0,1.467941,0
"Tennsco Lockers, Gray",Consumer,United States,New York,Office Supplies,Storage,-0.106523,-1.0,-0.20921,3
Artistic Insta-Plaque,Consumer,United States,New York,Furniture,Furnishings,-0.059734,-1.0,0.350219,3
Longer-Life Soft White Bulbs,Consumer,United States,New York,Furniture,Furnishings,-0.917212,-1.0,-0.20849,3
Xerox 1886,Consumer,United States,New York,Office Supplies,Paper,0.379933,-1.0,2.158713,0
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Consumer,United States,New York,Office Supplies,Fasteners,-0.685236,-1.0,-0.133424,3
Belkin QODE FastFit Bluetooth Keyboard,Consumer,United States,New York,Technology,Accessories,0.58212,-1.0,0.937163,0
Rogers Handheld Barrel Pencil Sharpener,Corporate,United States,Virginia,Office Supplies,Art,-0.672979,-1.0,-0.208402,3
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Corporate,United States,Texas,Office Supplies,Art,-0.199719,0.0,-0.102198,2
Ideal Clamps,Corporate,United States,Texas,Office Supplies,Fasteners,-0.80497,0.0,-0.210044,1
Pyle PRT45 Retro Home Telephone,Consumer,United States,Washington,Technology,Phones,0.50647,0.0,0.506155,2
Spiral Phone Message Books with Labels by Adams,Consumer,United States,California,Office Supplies,Paper,-0.585787,-1.0,-0.075745,3
Sauder Inglewood Library Bookcases,Home Office,United States,Illinois,Furniture,Bookcases,0.715018,0.255488,-1.702675,2
Global Chrome Stack Chair,Consumer,United States,Ohio,Furniture,Chairs,-0.051563,0.255488,-0.395229,2
Xerox 1901,Consumer,United States,Texas,Office Supplies,Paper,-0.488101,0.0,-0.123392,1
Acme Elite Stainless Steel Scissors,Consumer,United States,Texas,Office Supplies,Supplies,-0.883741,0.0,-0.299173,1
"Boston School Pro Electric Pencil Sharpener, 1670",Consumer,United States,Texas,Office Supplies,Art,0.237471,0.0,0.000287,2
Telescoping Adjustable Floor Lamp,Consumer,United States,Texas,Furniture,Furnishings,-0.511544,0.637883,-0.852343,1
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Corporate,United States,Delaware,Furniture,Furnishings,0.524996,-1.0,1.212409,0
Prang Drawing Pencil Set,Consumer,United States,Tennessee,Office Supplies,Art,-0.883741,0.0,-0.255942,1
"BOSTON Ranger #55 Pencil Sharpener, Black",Consumer,United States,Delaware,Office Supplies,Art,0.410791,-1.0,1.313441,0
PowerGen Dual USB Car Charger,Consumer,United States,California,Technology,Phones,-0.12661,0.0,0.156683,2
Newell 307,Consumer,United States,California,Office Supplies,Art,-0.967415,-1.0,-0.261082,3
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Consumer,United States,California,Office Supplies,Art,0.118298,-1.0,0.454044,3
"Angle-D Binders with Locking Rings, Label Holders",Consumer,United States,California,Office Supplies,Binders,-0.939472,0.0,-0.244766,1
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Consumer,United States,California,Office Supplies,Paper,-0.362379,-1.0,0.056563,3
Avery Binder Labels,Consumer,United States,California,Office Supplies,Binders,-0.741423,0.0,-0.197077,1
Sauder Inglewood Library Bookcases,Corporate,United States,California,Furniture,Bookcases,0.639761,-0.172979,0.674296,0
VTech DS6151,Corporate,United States,California,Technology,Phones,0.5065,0.0,0.415537,2
netTALK DUO VoIP Telephone Service,Corporate,United States,California,Technology,Phones,0.172603,0.0,0.822646,0
V7 USB Numeric Keypad,Home Office,United States,Pennsylvania,Technology,Accessories,0.172566,0.0,-0.838966,2
Avery 480,Home Office,United States,Minnesota,Office Supplies,Labels,-1.119971,-1.0,-0.251071,3
Avery 489,Home Office,United States,Minnesota,Office Supplies,Labels,-0.112044,-1.0,0.405222,3
Peel-Off China Markers,Home Office,United States,Minnesota,Office Supplies,Art,-0.248492,-1.0,0.139482,3
Acco Perma 2700 Stacking Storage Drawers,Home Office,United States,New York,Office Supplies,Storage,0.035348,-1.0,0.009286,3
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Home Office,United States,New York,Office Supplies,Paper,-0.882609,-1.0,-0.20406,3
"GBC White Gloss Covers, Plain Front",Consumer,United States,Washington,Office Supplies,Binders,-0.35413,0.0,-0.030816,2
Micro Innovations USB RF Wireless Keyboard with Mouse,Consumer,United States,Washington,Technology,Accessories,-0.034876,-1.0,0.066577,3
"Stacking Tray, Side-Loading, Legal, Smoke",Consumer,United States,Ohio,Furniture,Furnishings,-0.463044,0.0,-0.226609,1
Deluxe Heavy-Duty Vinyl Round Ring Binder,Consumer,United States,Ohio,Office Supplies,Binders,-0.113476,0.701566,-1.64321,1
Xerox 1898,Consumer,United States,Ohio,Office Supplies,Paper,-0.683715,0.0,-0.179719,1
Xerox 222,Consumer,United States,Ohio,Office Supplies,Paper,-0.696697,0.0,-0.183826,1
Hanging Personal Folder File,Consumer,United States,Ohio,Office Supplies,Storage,-0.320022,0.0,-0.25956,2
SanDisk Cruzer 64 GB USB Flash Drive,Consumer,United States,Ohio,Technology,Accessories,0.02598,0.0,-0.051027,2
Xerox 2,Consumer,United States,Oregon,Office Supplies,Paper,-0.523447,0.0,-0.11743,1
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Consumer,United States,District of Columbia,Office Supplies,Paper,-0.428433,-1.0,0.024152,3
Wilson Jones Turn Tabs Binder Tool for Ring Binders,Consumer,United States,District of Columbia,Office Supplies,Binders,-0.727763,-1.0,-0.154314,3
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Consumer,United States,District of Columbia,Office Supplies,Paper,-0.609996,-1.0,-0.102869,3
9-3/4 Diameter Round Wall Clock,Consumer,United States,District of Columbia,Furniture,Furnishings,-0.112342,-1.0,0.315232,3
Staples,Corporate,United States,Illinois,Office Supplies,Fasteners,-0.612562,0.0,-0.172236,1
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Home Office,United States,Pennsylvania,Technology,Accessories,-0.177141,0.0,-0.434552,2
"Brites Rubber Bands, 1 1/2 oz. Box",Home Office,United States,Pennsylvania,Office Supplies,Fasteners,-1.185976,0.0,-0.344524,1
Grandstream GXP2100 Mainstream Business Phone,Consumer,United States,Pennsylvania,Technology,Phones,-0.069806,0.429282,-0.667074,2
Xerox 1940,Corporate,United States,California,Office Supplies,Paper,0.277477,-1.0,1.621322,0
Xerox 1986,Corporate,United States,California,Office Supplies,Paper,-0.588339,-1.0,-0.082045,3
Eldon Portable Mobile Manager,Consumer,United States,Washington,Office Supplies,Storage,0.442473,-1.0,1.334525,0
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Consumer,United States,Washington,Technology,Accessories,0.349176,-1.0,1.638142,0
Binder Clips by OIC,Consumer,United States,Washington,Office Supplies,Fasteners,-1.212017,-1.0,-0.265072,3
"Wilson Jones 1"" Hanging DublLock Ring Binders",Consumer,United States,Washington,Office Supplies,Binders,-0.783956,0.0,-0.20849,1
Fellowes Bankers Box Stor/Drawer Steel Plus,Consumer,United States,Washington,Office Supplies,Storage,0.224714,-1.0,0.033696,3
"DAX Value U-Channel Document Frames, Easel Back",Consumer,United States,Wisconsin,Furniture,Furnishings,-0.18388,-1.0,0.07691,3
RCA Visys Integrated PBX 8-Line Router,Consumer,United States,California,Technology,Phones,0.422273,0.0,0.050195,2
"GBC Velobind Prepunched Cover Sets, Regency Series",Consumer,United States,Washington,Office Supplies,Binders,0.194281,0.0,0.687868,2
Cardinal Slant-D Ring Binders,Consumer,United States,Washington,Office Supplies,Binders,-0.571282,0.0,-0.125804,1
GBC VeloBind Cover Sets,Corporate,United States,Pennsylvania,Office Supplies,Binders,-0.571528,0.701566,-0.670345,1
Sterilite Officeware Hinged File Box,Consumer,United States,Texas,Office Supplies,Storage,-0.106915,0.0,-0.182388,2
Logitech G19 Programmable Gaming Keyboard,Consumer,United States,Texas,Technology,Accessories,0.64819,0.0,-0.600371,2
Colored Push Pins,Consumer,United States,Texas,Office Supplies,Fasteners,-1.061063,0.0,-0.2855,1
Logitech G105 Gaming Keyboard,Consumer,United States,Texas,Technology,Accessories,0.220843,0.0,-0.40727,2
Xerox 1925,Consumer,United States,Texas,Office Supplies,Paper,0.124494,0.0,0.526242,2
"Dixon My First Ticonderoga Pencil, #2",Consumer,United States,Texas,Office Supplies,Art,-0.567123,0.0,-0.25921,1
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Consumer,United States,Texas,Technology,Phones,-0.493584,0.0,-0.125859,1
Logitech ClearChat Comfort/USB Headset H390,Corporate,United States,Nevada,Technology,Accessories,0.029211,-1.0,0.385747,3
netTALK DUO VoIP Telephone Service,Consumer,United States,Texas,Technology,Phones,0.438679,0.0,1.946006,0
Howard Miller Distant Time Traveler Alarm Clock,Corporate,United States,Texas,Furniture,Furnishings,-0.377227,0.637883,-0.714741,1
GBC Imprintable Covers,Corporate,United States,Texas,Office Supplies,Binders,-0.889064,0.749016,-0.706738,1
Home/Office Personal File Carts,Consumer,United States,California,Office Supplies,Storage,0.257106,-1.0,0.628104,0
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Consumer,United States,California,Office Supplies,Paper,-0.46257,-1.0,0.004511,3
"Carina 42""Hx23 3/4""W Media Storage Unit",Corporate,United States,Pennsylvania,Office Supplies,Storage,0.06962,0.0,-0.874849,2
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Corporate,United States,Pennsylvania,Technology,Phones,-0.213689,0.429282,-0.158589,2
DAX Natural Wood-Tone Poster Frame,Corporate,United States,Pennsylvania,Furniture,Furnishings,-0.102549,0.0,-0.007013,2
Xerox 1887,Consumer,United States,California,Office Supplies,Paper,-0.43883,-1.0,0.015957,3
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Corporate,United States,California,Furniture,Furnishings,-0.544028,-1.0,-0.088916,3
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Corporate,United States,Pennsylvania,Office Supplies,Appliances,0.238035,0.0,0.135796,2
Avery Reinforcements for Hole-Punch Pages,Corporate,United States,Pennsylvania,Office Supplies,Binders,-1.521787,0.701566,-0.354952,1
GBC ProClick Spines for 32-Hole Punch,Corporate,United States,Pennsylvania,Office Supplies,Binders,-0.833403,0.701566,-0.536269,1
Xerox 210,Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.696697,0.0,-0.183826,1
Electrix Halogen Magnifier Lamp,Consumer,United States,Pennsylvania,Furniture,Furnishings,0.663839,0.0,0.529154,2
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Consumer,United States,Indiana,Office Supplies,Paper,-0.200191,-1.0,0.243456,3
Economy Binders,Consumer,United States,Indiana,Office Supplies,Binders,-0.695381,-1.0,-0.130116,3
Advantus Panel Wall Acrylic Frame,Consumer,United States,Ohio,Furniture,Furnishings,-0.378309,0.0,-0.086505,1
Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Home Office,United States,Texas,Technology,Accessories,-0.580227,0.0,-0.185828,1
Memorex Micro Travel Drive 16 GB,Home Office,United States,New Jersey,Technology,Accessories,0.064496,-1.0,0.403623,3
Tuff Stuff Recycled Round Ring Binders,Home Office,United States,New Jersey,Office Supplies,Binders,-0.55453,-1.0,-0.057532,3
netTALK DUO VoIP Telephone Service,Home Office,United States,New Jersey,Technology,Phones,0.259698,-1.0,1.572505,0
Belkin F9G930V10-GRY 9 Outlet Surge,Consumer,United States,California,Office Supplies,Appliances,0.26693,-1.0,0.805604,0
Avery 497,Consumer,United States,California,Office Supplies,Labels,-0.384544,-1.0,0.061091,3
GBC Plastic Binding Combs,Consumer,United States,New York,Office Supplies,Binders,-0.641128,0.0,-0.159951,1
Easy-staple paper,Consumer,United States,New York,Office Supplies,Paper,-0.713833,-1.0,-0.145283,3
Staples,Home Office,United States,California,Office Supplies,Fasteners,-0.621943,-1.0,-0.104238,3
