Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit
12-1/2 Diameter Round Wall Clock,Consumer,United States,California,Furniture,Furnishings,0.153062,-1.0,0.725041
Recycled Eldon Regeneration Jumbo File,Consumer,United States,Minnesota,Office Supplies,Storage,-0.329518,-1.0,-0.065132
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Consumer,United States,Minnesota,Technology,Accessories,0.310601,-1.0,1.409649
Angle-D Ring Binders,Corporate,United States,New York,Office Supplies,Binders,-0.595827,0.0,-0.160456
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Corporate,United States,Wisconsin,Office Supplies,Paper,-0.362379,-1.0,0.056563
Xerox 226,Consumer,United States,California,Office Supplies,Paper,0.02742,-1.0,0.697146
Avery 476,Corporate,United States,Georgia,Office Supplies,Labels,-0.62056,-1.0,-0.108075
JBL Micro Wireless Portable Bluetooth Speaker,Consumer,United States,Ohio,Technology,Phones,0.270606,0.429282,-1.355872
Staple envelope,Corporate,United States,Louisiana,Office Supplies,Envelopes,-0.657661,-1.0,-0.121229
Brown Kraft Recycled Envelopes,Corporate,United States,Louisiana,Office Supplies,Envelopes,-0.027307,-1.0,0.606557
3-ring staple pack,Corporate,United States,Louisiana,Office Supplies,Binders,-0.953963,-1.0,-0.217664
Fellowes Stor/Drawer Steel Plus Storage Drawers,Corporate,United States,Louisiana,Office Supplies,Storage,0.876894,-1.0,0.925094
Electrix Halogen Magnifier Lamp,Corporate,United States,Florida,Furniture,Furnishings,0.663839,0.0,0.529154
Cardinal EasyOpen D-Ring Binders,Corporate,United States,Iowa,Office Supplies,Binders,-0.454582,-1.0,0.017207
AT&T 841000 Phone,Corporate,United States,Iowa,Technology,Phones,0.516279,-1.0,1.546146
GBC Instant Report Kit,Corporate,United States,Iowa,Office Supplies,Binders,-0.214101,-1.0,0.271913
DXL Angle-View Binders with Locking Rings by Samsill,Corporate,United States,Iowa,Office Supplies,Binders,-0.822732,-1.0,-0.189669
Boston 19500 Mighty Mite Electric Pencil Sharpener,Corporate,United States,Iowa,Office Supplies,Art,-0.123121,-1.0,0.080394
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Corporate,United States,Iowa,Furniture,Furnishings,-0.186392,-1.0,0.212258
"Dixon My First Ticonderoga Pencil, #2",Consumer,United States,Ohio,Office Supplies,Art,-0.208859,0.0,-0.181747
Hon GuestStacker Chair,Home Office,United States,California,Furniture,Chairs,0.859426,0.0,1.155574
Xerox 191,Home Office,United States,California,Office Supplies,Paper,0.038447,-1.0,0.70354
Xerox 1974,Home Office,United States,California,Office Supplies,Paper,-0.340649,-1.0,0.110834
Xerox 1927,Home Office,United States,California,Office Supplies,Paper,-1.067061,-1.0,-0.246425
Acco D-Ring Binder w/DublLock,Consumer,United States,Ohio,Office Supplies,Binders,-0.217721,0.701566,-1.1794
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Consumer,United States,Ohio,Technology,Accessories,-0.339241,0.0,-0.419599
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Consumer,United States,Ohio,Furniture,Bookcases,-0.17562,0.550823,-0.914961
Microsoft Natural Ergonomic Keyboard 4000,Consumer,United States,Ohio,Technology,Accessories,-0.051631,0.0,-0.29548
Heavy-Duty E-Z-D Binders,Consumer,United States,California,Office Supplies,Binders,-0.474212,0.0,-0.101066
"Lifetime Advantage Folding Chairs, 4/Carton",Consumer,United States,California,Furniture,Chairs,0.704898,0.0,0.944349
GBC VeloBinder Manual Binding System,Consumer,United States,Virginia,Office Supplies,Binders,0.380618,-1.0,2.163144
"Decoflex Hanging Personal Folder File, Blue",Consumer,United States,Virginia,Office Supplies,Storage,-0.527085,-1.0,-0.164235
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Consumer,United States,Virginia,Office Supplies,Binders,-0.096092,-1.0,0.449063
Avery 499,Consumer,United States,California,Office Supplies,Labels,-0.713833,-1.0,-0.148927
"Wirebound Message Book, 4 per Page",Consumer,United States,California,Office Supplies,Paper,-0.381415,-1.0,0.071756
Avery Durable Binders,Consumer,United States,Minnesota,Office Supplies,Binders,-0.412997,-1.0,0.044021
Xerox 1887,Corporate,United States,New York,Office Supplies,Paper,0.349951,-1.0,1.972702
Xerox 1967,Corporate,United States,New York,Office Supplies,Paper,-0.601332,-1.0,-0.089048
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Corporate,United States,New York,Office Supplies,Labels,-0.384544,-1.0,0.061091
"Situations Contoured Folding Chairs, 4/Set",Consumer,United States,California,Furniture,Chairs,0.631322,0.0,0.328563
"Executive Impressions 14"" Contract Wall Clock",Corporate,United States,California,Furniture,Furnishings,-0.371596,-1.0,-0.048409
Logitech Mobile Speakerphone P710e - speaker phone,Corporate,United States,California,Technology,Phones,0.531882,0.0,0.370101
Xerox 218,Corporate,United States,Louisiana,Office Supplies,Paper,-0.601332,-1.0,-0.089048
"Eldon Stackable Tray, Side-Load, Legal, Smoke",Consumer,United States,California,Furniture,Furnishings,-0.454582,-1.0,-0.089252
Model L Table or Wall-Mount Pencil Sharpener,Consumer,United States,Colorado,Office Supplies,Art,-0.094798,0.0,-0.158589
Coloredge Poster Frame,Consumer,United States,Nebraska,Furniture,Furnishings,-0.268485,-1.0,0.087465
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Consumer,United States,Nebraska,Technology,Accessories,0.396078,-1.0,1.519063
Newell 32,Consumer,United States,Washington,Office Supplies,Art,-0.651683,-1.0,-0.198619
Belkin F9G930V10-GRY 9 Outlet Surge,Consumer,United States,Washington,Office Supplies,Appliances,0.528381,-1.0,1.912196
Sony 16GB Class 10 Micro SDHC R40 Memory Card,Consumer,United States,Washington,Technology,Accessories,-0.309109,-1.0,-0.222415
"Eldon Stackable Tray, Side-Load, Legal, Smoke",Consumer,United States,California,Furniture,Furnishings,-0.454582,-1.0,-0.089252
Xerox 205,Corporate,United States,Wisconsin,Office Supplies,Paper,-0.020197,-1.0,0.585478
Xerox 1968,Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.976301,0.0,-0.248475
Xerox 1995,Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.111329,0.0,0.211955
Self-Adhesive Ring Binder Labels,Consumer,United States,Pennsylvania,Office Supplies,Binders,-1.185976,0.701566,-0.409317
Global Leather Executive Chair,Consumer,United States,Pennsylvania,Furniture,Chairs,1.129163,0.255488,-0.317812
GBC Recycled Grain Textured Covers,Consumer,United States,Pennsylvania,Office Supplies,Binders,-0.23071,0.701566,-1.192871
Avery 508,Consumer,United States,New Jersey,Office Supplies,Labels,-0.719873,-1.0,-0.140507
Kingston Digital DataTraveler 32GB USB 2.0,Consumer,United States,California,Technology,Accessories,0.087801,-1.0,-0.167729
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Consumer,United States,California,Technology,Accessories,0.438683,-1.0,1.138148
Advantus Plastic Paper Clips,Consumer,United States,Minnesota,Office Supplies,Fasteners,-0.181384,-1.0,0.294471
Acme Forged Steel Scissors with Black Enamel Handles,Consumer,United States,Minnesota,Office Supplies,Supplies,-0.155698,-1.0,0.077443
Security-Tint Envelopes,Consumer,United States,Minnesota,Office Supplies,Envelopes,-0.530977,-1.0,-0.0429
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Consumer,United States,Kentucky,Office Supplies,Appliances,0.46587,-1.0,1.504633
Pyle PMP37LED,Consumer,United States,Kentucky,Technology,Phones,0.488443,-1.0,1.54916
Clarity 53712,Consumer,United States,Kentucky,Technology,Phones,0.076996,-1.0,0.307367
Boston 16801 Nautilus Battery Pencil Sharpener,Corporate,United States,Florida,Office Supplies,Art,-0.178833,0.0,-0.22009
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Corporate,United States,Florida,Office Supplies,Appliances,-0.344618,0.0,-0.078268
"Adams Telephone Message Books, 5 1/4 x 11",Home Office,United States,Tennessee,Office Supplies,Paper,-0.726703,0.0,-0.197297
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Corporate,United States,Texas,Technology,Phones,-0.39424,0.0,-0.259176
Boston 19500 Mighty Mite Electric Pencil Sharpener,Corporate,United States,New York,Office Supplies,Art,0.041853,-1.0,0.277201
Newell 335,Corporate,United States,New York,Office Supplies,Art,-0.651683,-1.0,-0.194391
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Corporate,United States,New York,Furniture,Bookcases,0.476798,0.0,0.023106
Fellowes Binding Cases,Corporate,United States,California,Office Supplies,Binders,-0.153484,0.0,0.11008
Ibico Plastic and Wire Spiral Binding Combs,Corporate,United States,California,Office Supplies,Binders,-0.290055,0.0,0.00366
Acme Preferred Stainless Steel Scissors,Corporate,United States,California,Office Supplies,Supplies,-0.657661,-1.0,-0.196094
Avery 486,Corporate,United States,California,Office Supplies,Labels,-0.54983,-1.0,-0.065329
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Consumer,United States,Kentucky,Technology,Phones,0.171365,-1.0,0.533669
"Linden 10"" Round Wall Clock, Black",Consumer,United States,Ohio,Furniture,Furnishings,-0.043961,0.0,-0.003988
Maxell DVD-RAM Discs,Corporate,United States,New Jersey,Technology,Accessories,0.296092,-1.0,1.469709
DIXON Oriole Pencils,Corporate,United States,California,Office Supplies,Art,-0.990761,-1.0,-0.267999
Xerox 202,Corporate,United States,California,Office Supplies,Paper,-0.137902,-1.0,0.361639
"Boston School Pro Electric Pencil Sharpener, 1670",Consumer,United States,Mississippi,Office Supplies,Art,0.476463,-1.0,1.490479
"Executive Impressions 14"" Contract Wall Clock",Consumer,United States,New York,Furniture,Furnishings,-0.082791,-1.0,0.217615
Carina Double Wide Media Storage Towers in Natural & Black,Consumer,United States,New York,Office Supplies,Storage,0.574915,-1.0,0.038183
Xerox 1884,Consumer,United States,New York,Office Supplies,Paper,-0.12661,-1.0,0.365921
Acme Box Cutter Scissors,Consumer,United States,New York,Office Supplies,Supplies,0.249674,-1.0,0.647061
Staple magnet,Consumer,United States,New York,Office Supplies,Storage,-0.38849,-1.0,-0.1056
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Home Office,United States,New Jersey,Office Supplies,Paper,-0.828258,-1.0,-0.185736
OIC Binder Clips,Home Office,United States,New Jersey,Office Supplies,Fasteners,-0.854014,-1.0,-0.185615
Staple remover,Consumer,United States,California,Office Supplies,Supplies,-0.842382,-1.0,-0.31232
Deluxe Chalkboard Eraser Cleaner,Consumer,United States,California,Office Supplies,Art,-0.355372,-1.0,0.071147
Logitech MX Performance Wireless Mouse,Corporate,United States,Florida,Technology,Accessories,0.487461,0.0,1.151545
Newell 337,Corporate,United States,Florida,Office Supplies,Art,-0.983788,0.0,-0.29583
"Logitech B530 USB Headset - headset - Full size, Binaural",Corporate,United States,Florida,Technology,Phones,0.033341,0.0,-0.127097
Avery 482,Corporate,United States,Virginia,Office Supplies,Labels,-1.221115,-1.0,-0.267382
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Corporate,United States,Virginia,Furniture,Furnishings,-0.019415,-1.0,0.45647
Avery 483,Corporate,United States,Pennsylvania,Office Supplies,Labels,-0.51304,0.0,-0.127075
Large Capacity Hanging Post Binders,Corporate,United States,Pennsylvania,Office Supplies,Binders,-0.078669,0.701566,-1.70354
Southworth 100% Cotton The Best Paper,Consumer,United States,New Hampshire,Office Supplies,Paper,-0.188076,-1.0,0.309626
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Consumer,United States,New York,Office Supplies,Paper,-0.657661,-1.0,-0.12538
Poly Designer Cover & Back,Consumer,United States,New York,Office Supplies,Binders,0.264695,0.0,1.027615
Xerox 1910,Consumer,United States,North Carolina,Office Supplies,Paper,0.48879,0.0,2.097638
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Home Office,United States,New Hampshire,Furniture,Furnishings,0.677028,-1.0,2.000376
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Home Office,United States,New Hampshire,Technology,Accessories,-0.245695,-1.0,0.164232
Logitech G19 Programmable Gaming Keyboard,Home Office,United States,New Hampshire,Technology,Accessories,0.72748,-1.0,2.086933
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Home Office,United States,Pennsylvania,Office Supplies,Binders,-0.935779,0.701566,-0.473737
Lock-Up Easel 'Spel-Binder',Home Office,United States,New York,Office Supplies,Binders,0.091735,0.0,0.521722
"Decoflex Hanging Personal Folder File, Blue",Consumer,United States,Virginia,Office Supplies,Storage,-0.234025,-1.0,-0.012351
"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Consumer,United States,California,Office Supplies,Art,-0.584517,-1.0,-0.099614
Eldon 200 Class Desk Accessories,Home Office,United States,Michigan,Furniture,Furnishings,-0.226519,-1.0,0.050176
Dax Clear Box Frame,Consumer,United States,New York,Furniture,Furnishings,-0.474114,-1.0,-0.099424
Fellowes Black Plastic Comb Bindings,Corporate,United States,California,Office Supplies,Binders,-0.570054,0.0,-0.150749
Eldon Shelf Savers Cubes and Bins,Consumer,United States,California,Office Supplies,Storage,0.171553,-1.0,-0.255677
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Home Office,United States,Maryland,Office Supplies,Binders,-0.151063,-1.0,0.354105
Xerox 1987,Corporate,United States,California,Office Supplies,Paper,-0.185194,-1.0,0.301443
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Consumer,United States,New York,Technology,Accessories,0.396028,-1.0,0.229294
Acco D-Ring Binder w/DublLock,Consumer,United States,New York,Office Supplies,Binders,-0.024352,0.0,0.359411
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Home Office,United States,Michigan,Office Supplies,Paper,-1.043166,-1.0,-0.242112
Fluorescent Highlighters by Dixon,Home Office,United States,Michigan,Office Supplies,Art,-0.513469,-1.0,-0.118541
File Shuttle I and Handi-File,Corporate,United States,California,Office Supplies,Storage,0.410502,-1.0,1.200961
Binding Machine Supplies,Corporate,United States,California,Office Supplies,Binders,0.100573,0.0,0.571811
Staple envelope,Consumer,United States,Texas,Office Supplies,Envelopes,-0.520821,0.0,-0.130496
Alphabetical Labels for Top Tab Filing,Consumer,United States,Michigan,Office Supplies,Labels,0.254571,-1.0,1.547927
Things To Do Today Pad,Corporate,United States,New York,Office Supplies,Paper,-0.060429,-1.0,0.501278
Wilson Jones Hanging Recycled Pressboard Data Binders,Corporate,United States,Ohio,Office Supplies,Binders,-0.761599,0.701566,-0.565545
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Consumer,United States,Texas,Office Supplies,Labels,-0.693742,0.0,-0.192475
Deluxe Heavy-Duty Vinyl Round Ring Binder,Consumer,United States,Texas,Office Supplies,Binders,-0.453281,0.749016,-1.553942
Avaya 5420 Digital phone,Consumer,United States,Illinois,Technology,Phones,0.678555,0.0,0.418781
Xerox 1923,Consumer,United States,California,Office Supplies,Paper,-0.41553,-1.0,0.034611
Fellowes Neat Ideas Storage Cubes,Consumer,United States,California,Office Supplies,Storage,0.070706,-1.0,-0.221665
Xerox 1931,Consumer,United States,California,Office Supplies,Paper,-0.601332,-1.0,-0.089048
"Bush Westfield Collection Bookcases, Fully Assembled",Consumer,United States,New York,Furniture,Bookcases,0.67763,0.0,0.125208
Gear Head AU3700S Headset,Consumer,United States,New York,Technology,Phones,0.203773,-1.0,-0.216903
Wilson Jones Legal Size Ring Binders,Consumer,United States,New York,Office Supplies,Binders,-0.012941,0.0,0.402304
3M Hangers With Command Adhesive,Home Office,United States,Connecticut,Furniture,Furnishings,-0.372167,-1.0,0.015826
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Corporate,United States,Wisconsin,Furniture,Furnishings,-0.060603,-1.0,0.382649
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Corporate,United States,Wisconsin,Technology,Accessories,0.380012,-1.0,1.699421
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Corporate,United States,Texas,Furniture,Tables,0.240525,0.255488,-1.028623
Avery Premier Heavy-Duty Binder with Round Locking Rings,Corporate,United States,Texas,Office Supplies,Binders,-0.777961,0.749016,-0.874432
Cameo Buff Policy Envelopes,Corporate,United States,Texas,Office Supplies,Envelopes,0.39452,0.0,1.498272
Acco Perma 4000 Stacking Storage Drawers,Corporate,United States,Texas,Office Supplies,Storage,-0.600278,0.0,-0.348254
Recycled Eldon Regeneration Jumbo File,Consumer,United States,Virginia,Office Supplies,Storage,-0.329518,-1.0,-0.065132
Maxell 4.7GB DVD-R,Consumer,United States,New York,Technology,Accessories,0.177978,-1.0,0.944872
OtterBox Commuter Series Case - iPhone 5 & 5s,Consumer,United States,New York,Technology,Phones,-0.376187,-1.0,0.068579
Xerox 1985,Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.523447,0.0,-0.11743
Hypercom P1300 Pinpad,Consumer,United States,Pennsylvania,Technology,Accessories,0.588225,0.0,1.610255
Newell 324,Home Office,United States,Virginia,Office Supplies,Art,-0.067091,-1.0,0.154838
Holmes Odor Grabber,Home Office,United States,Virginia,Office Supplies,Appliances,-0.262047,-1.0,0.030907
Zebra Zazzle Fluorescent Highlighters,Consumer,United States,Ohio,Office Supplies,Art,-0.550649,0.0,-0.223312
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Consumer,United States,Ohio,Office Supplies,Art,0.199123,0.0,0.458104
Xerox 196,Consumer,United States,Ohio,Office Supplies,Paper,-0.572267,0.0,-0.13258
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.627447,0.0,-0.166015
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Home Office,United States,Pennsylvania,Office Supplies,Paper,-0.077341,0.0,0.236932
JM Magazine Binder,Home Office,United States,Pennsylvania,Office Supplies,Binders,-0.249503,0.701566,-1.153977
Xerox 202,Home Office,United States,Pennsylvania,Office Supplies,Paper,-0.523447,0.0,-0.11743
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Home Office,United States,Pennsylvania,Office Supplies,Appliances,0.792287,0.0,0.897258
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Corporate,United States,New Mexico,Technology,Accessories,0.420432,-1.0,1.640399
Xerox 213,Corporate,United States,California,Office Supplies,Paper,-0.601332,-1.0,-0.089048
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Corporate,United States,California,Office Supplies,Appliances,0.354765,-1.0,0.946926
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Corporate,United States,California,Office Supplies,Paper,-0.482489,-1.0,-0.022549
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Corporate,United States,California,Office Supplies,Binders,-0.921576,0.0,-0.235967
Bretford CR4500 Series Slim Rectangular Table,Corporate,United States,California,Furniture,Tables,1.097768,0.0,1.190741
Xerox 1894,Consumer,United States,Washington,Office Supplies,Paper,-0.213458,-1.0,0.249416
"Avery Trapezoid Extra Heavy Duty 4"" Binders",Consumer,United States,Washington,Office Supplies,Binders,0.438215,0.0,1.943233
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Home Office,United States,Pennsylvania,Furniture,Furnishings,0.841639,0.0,-0.810678
Xerox 210,Home Office,United States,Pennsylvania,Office Supplies,Paper,-0.523447,0.0,-0.11743
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Home Office,United States,Pennsylvania,Office Supplies,Paper,-0.316285,0.0,-0.027148
Staple-based wall hangings,Consumer,United States,Pennsylvania,Furniture,Furnishings,-0.314165,0.0,-0.037279
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Consumer,United States,Texas,Office Supplies,Art,-0.287078,0.0,-0.217311
"Bush Westfield Collection Bookcases, Medium Cherry Finish",Consumer,United States,Texas,Furniture,Bookcases,0.147754,0.295614,-0.759991
Home/Office Personal File Carts,Consumer,United States,Mississippi,Office Supplies,Storage,0.451438,-1.0,1.250181
"Logitech B530 USB Headset - headset - Full size, Binaural",Consumer,United States,Arizona,Technology,Phones,-0.251279,0.0,-0.221999
Avery Durable Slant Ring Binders,Consumer,United States,Arizona,Office Supplies,Binders,-1.024564,0.701566,-0.437363
"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Consumer,United States,Arizona,Office Supplies,Paper,-0.523447,0.0,-0.110331
Luxo Professional Combination Clamp-On Lamps,Consumer,United States,California,Furniture,Furnishings,0.51198,-1.0,1.597649
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Corporate,United States,California,Furniture,Chairs,0.675898,0.0,0.702298
Zipper Ring Binder Pockets,Home Office,United States,Arkansas,Office Supplies,Binders,-0.911814,-1.0,-0.204788
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Corporate,United States,California,Office Supplies,Envelopes,-0.378309,-1.0,0.082534
Avery File Folder Labels,Consumer,United States,Florida,Office Supplies,Labels,-1.037117,0.0,-0.255854
Color-Coded Legal Exhibit Labels,Home Office,United States,New York,Office Supplies,Labels,-0.719873,-1.0,-0.140507
Bulldog Vacuum Base Pencil Sharpener,Home Office,United States,New York,Office Supplies,Art,-0.170055,-1.0,0.037976
Xerox 212,Home Office,United States,New York,Office Supplies,Paper,-0.601332,-1.0,-0.089048
Avery File Folder Labels,Home Office,United States,New York,Office Supplies,Labels,-0.774403,-1.0,-0.161665
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Home Office,United States,New York,Office Supplies,Storage,0.831729,-1.0,-0.317812
DAX Black Cherry Wood-Tone Poster Frame,Consumer,United States,Pennsylvania,Furniture,Furnishings,0.333258,0.0,0.718843
AT&T 841000 Phone,Consumer,United States,Pennsylvania,Technology,Phones,0.324422,0.429282,-1.513538
GBC Linen Binding Covers,Consumer,United States,Pennsylvania,Office Supplies,Binders,-0.447476,0.701566,-0.838392
Round Specialty Laser Printer Labels,Consumer,United States,Pennsylvania,Office Supplies,Labels,-0.244555,0.0,0.053853
Motorola HK250 Universal Bluetooth Headset,Home Office,United States,New York,Technology,Phones,0.422632,-1.0,-0.198876
Tuf-Vin Binders,Home Office,United States,New York,Office Supplies,Binders,0.132095,0.0,0.6105
Wilson Jones Easy Flow II Sheet Lifters,Consumer,United States,Oregon,Office Supplies,Binders,-1.548912,0.701566,-0.347502
Angle-D Ring Binders,Consumer,United States,North Carolina,Office Supplies,Binders,-1.172293,0.701566,-0.416777
Xerox 188,Corporate,United States,Indiana,Office Supplies,Paper,-0.19317,-1.0,0.289773
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Consumer,United States,Colorado,Office Supplies,Art,-1.159457,0.0,-0.287843
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Consumer,United States,Colorado,Technology,Phones,0.869312,0.0,1.697417
Avery 499,Home Office,United States,Texas,Office Supplies,Labels,-0.808785,0.0,-0.221988
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Home Office,United States,Texas,Office Supplies,Envelopes,-0.274907,0.0,0.028074
Wasp CCD Handheld Bar Code Reader,Home Office,United States,Texas,Technology,Machines,0.692051,0.429282,1.300788
Acco Suede Grain Vinyl Round Ring Binder,Consumer,United States,Texas,Office Supplies,Binders,-1.540719,0.749016,-0.388934
Bulldog Table or Wall-Mount Pencil Sharpener,Corporate,United States,New York,Office Supplies,Art,-0.461859,-1.0,-0.125902
Cardinal EasyOpen D-Ring Binders,Consumer,United States,New York,Office Supplies,Binders,-0.549713,0.0,-0.11594
Advantus SlideClip Paper Clips,Consumer,United States,California,Office Supplies,Fasteners,-0.702417,-1.0,-0.136901
Xerox 1979,Consumer,United States,California,Office Supplies,Paper,0.408272,-1.0,2.184593
Laser & Ink Jet Business Envelopes,Consumer,United States,Kentucky,Office Supplies,Envelopes,-0.684435,-1.0,-0.136981
Portable Personal File Box,Consumer,United States,Kentucky,Office Supplies,Storage,-0.162528,-1.0,0.044445
Magna Visual Magnetic Picture Hangers,Consumer,United States,Kentucky,Furniture,Furnishings,-0.337488,-1.0,0.017861
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Consumer,United States,Kentucky,Furniture,Furnishings,-0.204438,-1.0,0.154002
Boston 16801 Nautilus Battery Pencil Sharpener,Home Office,United States,Washington,Office Supplies,Art,-0.086864,-1.0,0.100847
Xerox 212,Consumer,United States,New York,Office Supplies,Paper,-0.428433,-1.0,0.024152
Xerox 1910,Consumer,United States,North Carolina,Office Supplies,Paper,0.295879,0.0,1.139605
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Consumer,United States,Arizona,Office Supplies,Envelopes,-0.858754,0.0,-0.226094
UniKeep View Case Binders,Consumer,United States,Arizona,Office Supplies,Binders,-1.055786,0.701566,-0.45077
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Consumer,United States,Iowa,Office Supplies,Paper,-0.080129,-1.0,0.430898
JBL Micro Wireless Portable Bluetooth Speaker,Consumer,United States,Illinois,Technology,Phones,0.224893,0.0,-0.09714
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Consumer,United States,California,Furniture,Furnishings,0.400456,-1.0,0.672603
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Consumer,United States,Washington,Furniture,Furnishings,0.409122,-1.0,1.361685
Project Tote Personal File,Consumer,United States,Washington,Office Supplies,Storage,-0.567427,-1.0,-0.167704
Enermax Acrylux Wireless Keyboard,Consumer,United States,Washington,Technology,Accessories,0.239286,-1.0,1.01444
Xerox 216,Home Office,United States,California,Office Supplies,Paper,-0.213458,-1.0,0.249416
G.E. Halogen Desk Lamp Bulbs,Corporate,United States,New York,Furniture,Furnishings,-0.569564,-1.0,-0.071546
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Corporate,United States,New York,Furniture,Furnishings,0.410502,-1.0,1.977926
OtterBox Commuter Series Case - Samsung Galaxy S4,Corporate,United States,New York,Technology,Phones,0.326725,-1.0,-0.225321
Staples in misc. colors,Consumer,United States,District of Columbia,Office Supplies,Art,-0.362007,-1.0,0.007345
Peel & Seel Envelopes,Consumer,United States,Pennsylvania,Office Supplies,Envelopes,-0.913965,0.0,-0.237329
GBC Plastic Binding Combs,Home Office,United States,California,Office Supplies,Binders,-0.641128,0.0,-0.159951
Xerox 2,Home Office,United States,Ohio,Office Supplies,Paper,-0.523447,0.0,-0.11743
Xerox 1935,Home Office,United States,Ohio,Office Supplies,Paper,0.060417,0.0,0.430588
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Home Office,United States,Ohio,Technology,Phones,-0.52246,0.429282,-0.693711
Cisco SPA508G,Corporate,United States,New Jersey,Technology,Phones,0.499816,-1.0,1.747696
9-3/4 Diameter Round Wall Clock,Corporate,United States,New Jersey,Furniture,Furnishings,0.324144,-1.0,1.559547
Avery 514,Corporate,United States,New Jersey,Office Supplies,Labels,-0.556307,-1.0,-0.058603
Southworth 25% Cotton Granite Paper & Envelopes,Consumer,United States,Ohio,Office Supplies,Paper,-0.519514,0.0,-0.129926
Acco 3-Hole Punch,Consumer,United States,Ohio,Office Supplies,Binders,-1.256811,0.701566,-0.390325
Avery Recycled Flexi-View Covers for Binding Systems,Consumer,United States,Ohio,Office Supplies,Binders,-0.555506,0.701566,-0.7209
