@relation VendaCarros-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_clustered

@attribute Instance_number numeric
@attribute DataNotaFiscal {04/10/2012,01/01/2012,02/02/2012,03/03/2012,04/04/2012,04/05/2012,04/06/2012,04/07/2012,04/08/2012,04/09/2012,04/11/2012,04/12/2012,02/01/2013,02/02/2013,02/03/2013,02/04/2013,02/05/2013,02/06/2013,02/07/2013,02/08/2013,02/09/2013,02/10/2013,02/11/2013,02/12/2013,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,09/01/2013,10/01/2013,11/02/2013,12/03/2013,13/03/2013,14/03/2013,15/04/2013,16/04/2013,17/05/2013,18/05/2013,19/05/2013,20/06/2013,21/07/2013,22/07/2013,23/09/2013,24/10/2013,25/11/2013,26/11/2013,27/11/2013,04/10/2014,01/01/2014,02/02/2014,03/03/2014,04/04/2014,04/05/2014,04/06/2014,04/07/2014,04/08/2014,04/09/2014,04/11/2014,04/12/2014,02/01/2015,02/02/2015,02/03/2015,02/04/2015,02/05/2015,02/06/2015,02/07/2015,02/08/2015,02/09/2015,02/10/2015,02/11/2015,02/12/2015,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,09/01/2015,10/01/2015,11/02/2015,12/03/2015,13/03/2015,14/03/2015,15/04/2015,16/04/2015,17/05/2015,18/05/2015,19/05/2015,20/06/2015,21/07/2015,22/07/2015,23/09/2015,24/10/2015,25/11/2015,26/11/2015,27/11/2015}
@attribute Fabricante {'Rolls Royce','Aston Martin',Jaguar,Bentley,TVR,MGB,Triumph}
@attribute Estado {'São Paulo','Minas Gerais','Rio de Janeiro','Espírito Santo',Paraná,Bahia}
@attribute ValorVenda numeric
@attribute ValorCusto numeric
@attribute TotalDesconto numeric
@attribute CustoEntrega numeric
@attribute CustoMaoDeObra numeric
@attribute NomeCliente {'Aldo Motors','Honest John','Bright Orange',WheelsRUs,CunShut,'Les Arnaqueurs','Rocky Riding','Voitures Diplomatiques S.A.','Crippen & Co','Costa Del Speed',Karz,'Olde Englande','Impressive Wheels','Smooth Riders','Luxury Rentals','Premium Motor Vehicles','Chateau Moi','Vive la Vitesse!','Carosse Des Papes','Three Country Cars',Jungfrau,'Ambassador Cars','Embassy Motors','Style ‘N Ride','Sporty Types Corp',BritWheels,'Tweedy Wheels','Union Jack Sports Cars','British Luxury Automobile Corp','Buckingham Palace Car Services','Classy Car Sales'}
@attribute Modelo {Camargue,DBS,'Prata Ghost',DB7,DB9,DB4,Vantage,Vanquish,Rapide,Zagato,Wraith,'Prata Shadow','Prata Seraph',Phantom,XK,XJ6,XJ12,Continental,Arnage,Azure,'Turbo R',Tuscan,Cerbera,GT,TR4,TR5,TR7}
@attribute Cor {Vermelho,Azul,Verde,Prata,Púrpura,Preto}
@attribute Ano numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
153,27/11/2013,'Aston Martin','Minas Gerais',0.095685,0.083601,0.09901,0.575342,1,'Carosse Des Papes',DB9,Prata,2013,cluster2
154,04/10/2014,'Rolls Royce','São Paulo',0.474016,0.324759,0.108911,0.438356,0.546691,'Aldo Motors',Camargue,Prata,2014,cluster2
155,01/01/2014,'Aston Martin','São Paulo',0.631496,0.485531,0.009901,0.849315,0.365367,'Honest John',DBS,Azul,2014,cluster1
156,02/02/2014,'Rolls Royce','São Paulo',0.429921,0.485531,0.158416,0.575342,0.365367,'Bright Orange','Prata Ghost',Verde,2014,cluster1
157,03/03/2014,'Rolls Royce','São Paulo',0.43622,0.569132,0.009901,0.575342,0.365367,'Honest John','Prata Ghost',Azul,2014,cluster1
158,04/04/2014,'Rolls Royce','São Paulo',0.455118,0.401929,0.009901,0.849315,0.365367,WheelsRUs,Camargue,Prata,2014,cluster2
159,04/05/2014,'Rolls Royce','São Paulo',0.52126,0.807074,0.009901,0.575342,0.365367,CunShut,Camargue,Verde,2014,cluster1
160,04/06/2014,'Aston Martin','São Paulo',0.568504,0.363344,0.158416,0.30137,0.365367,'Bright Orange',DBS,Púrpura,2014,cluster1
161,04/07/2014,'Aston Martin','Minas Gerais',0.662992,0.154341,0.50495,0.575342,0.365367,'Les Arnaqueurs',DB7,Vermelho,2014,cluster0
162,04/08/2014,'Aston Martin','São Paulo',0.694488,0.102894,0.009901,0.575342,0.546691,'Aldo Motors',DB9,Azul,2014,cluster1
163,04/09/2014,'Aston Martin','São Paulo',0.348031,0.491254,0.009901,0.575342,0.546691,'Aldo Motors',DB9,Prata,2014,cluster2
164,04/11/2014,'Aston Martin','Minas Gerais',0.307087,0.639871,0.009901,0.849315,0.546691,'Les Arnaqueurs',DB4,Azul,2014,cluster1
165,04/11/2014,'Aston Martin','São Paulo',0.474016,0.807074,0.009901,0.849315,0.546691,WheelsRUs,Vantage,Prata,2014,cluster2
166,04/12/2014,'Aston Martin','São Paulo',0.851969,0.807074,1,0.849315,0.546691,'Bright Orange',Vanquish,Prata,2014,cluster1
167,04/12/2014,'Aston Martin','São Paulo',0.474016,1,0.009901,0.849315,0.3835,CunShut,Rapide,Preto,2014,cluster1
168,02/01/2015,'Aston Martin','Minas Gerais',1,0.807074,0.009901,0.986301,0.3835,'Les Arnaqueurs',Zagato,Verde,2015,cluster1
169,02/02/2015,'Rolls Royce','São Paulo',0.694488,0.401929,0.009901,0.986301,0.3835,WheelsRUs,'Prata Ghost',Prata,2015,cluster2
170,02/03/2015,'Rolls Royce','São Paulo',1,0.401929,0.009901,0.569863,0.459655,CunShut,Wraith,Prata,2015,cluster2
171,02/04/2015,'Rolls Royce','São Paulo',0.568504,0.491254,0.009901,0.30137,0.761559,'Bright Orange','Prata Ghost',Verde,2015,cluster1
172,02/05/2015,'Rolls Royce','São Paulo',0.694488,0.401929,0.19802,0.986301,0.459655,'Honest John',Camargue,Preto,2015,cluster2
173,02/06/2015,'Rolls Royce','São Paulo',1,0.491254,0.009901,0.986301,0.157752,'Aldo Motors','Prata Shadow',Vermelho,2015,cluster0
174,02/07/2015,'Rolls Royce','São Paulo',0.568504,0.401929,0.356436,0.30137,0.728921,'Aldo Motors','Prata Seraph',Vermelho,2015,cluster0
175,02/08/2015,'Rolls Royce','São Paulo',0.52126,0.401929,0.009901,0.575342,0.761559,'Honest John','Prata Ghost',Preto,2015,cluster2
176,02/09/2015,'Rolls Royce','São Paulo',0.694488,0.401929,0.009901,0.273973,0.546691,'Bright Orange','Prata Shadow',Verde,2015,cluster1
177,02/10/2015,'Rolls Royce','São Paulo',1,0.491254,0.009901,0.986301,0.459655,WheelsRUs,Camargue,Púrpura,2015,cluster1
178,02/11/2015,'Rolls Royce','São Paulo',1,0.491254,0.158416,0.986301,0.761559,CunShut,'Prata Seraph',Preto,2015,cluster1
179,02/12/2015,'Rolls Royce','São Paulo',0.694488,0.491254,0.009901,0.986301,0.157752,WheelsRUs,'Prata Ghost',Vermelho,2015,cluster1
180,02/01/2015,'Rolls Royce','São Paulo',1,0.401929,0.009901,0.30137,0.459655,WheelsRUs,Phantom,Verde,2015,cluster1
181,02/02/2015,'Aston Martin','São Paulo',1,0.491254,0.009901,0.30137,0.761559,CunShut,DB9,Púrpura,2015,cluster1
182,02/03/2015,'Aston Martin','São Paulo',0.568504,0.491254,0.009901,0.30137,0.739801,CunShut,DB4,Preto,2015,cluster1
183,02/04/2015,'Aston Martin','São Paulo',1,0.491254,0.009901,0.068493,0.639166,'Bright Orange',DB9,Preto,2015,cluster1
184,02/05/2015,'Aston Martin','São Paulo',0.568504,0.491254,0.009903,0.30137,0,'Bright Orange',DB4,Azul,2015,cluster1
185,02/06/2015,'Aston Martin','São Paulo',0.52126,0.491254,0.158416,0.273973,0.639166,'Honest John',DB4,Prata,2015,cluster2
186,02/07/2015,'Aston Martin','São Paulo',1,0.401929,0.207921,0.273973,0.459655,'Aldo Motors',Vanquish,Prata,2015,cluster2
187,02/08/2015,'Aston Martin','São Paulo',0.659843,0.401929,0.257426,0.273973,0.75884,'Aldo Motors',Vanquish,Verde,2015,cluster1
188,02/09/2015,'Aston Martin','São Paulo',0.694488,0.401929,0.009901,0.082192,0.67815,'Honest John',DB9,Prata,2015,cluster2
189,02/10/2015,'Aston Martin','São Paulo',0.568504,0.401929,0.009901,0.273973,0.307344,'Bright Orange',DB9,Azul,2015,cluster1
190,02/11/2015,'Aston Martin','São Paulo',1,0.401929,0.009901,0.986301,0.161378,WheelsRUs,Vanquish,Vermelho,2015,cluster1
191,02/12/2015,'Aston Martin','São Paulo',0.694488,0.807074,0.009901,0.986301,0.463282,CunShut,Rapide,Vermelho,2015,cluster1
192,01/01/2014,'Aston Martin','Rio de Janeiro',0.568504,0.807074,0.108911,0.273973,0.548504,'Rocky Riding',Vanquish,Vermelho,2014,cluster0
193,01/02/2014,Jaguar,'Rio de Janeiro',0.152756,0.163987,0.108911,0.273973,0.307344,'Rocky Riding',XK,Púrpura,2014,cluster0
194,01/03/2014,Jaguar,'Espírito Santo',0.159055,0.244373,0.108911,0.082192,0.307344,'Voitures Diplomatiques S.A.',XJ6,Verde,2014,cluster2
195,01/04/2014,Jaguar,'Minas Gerais',0.124409,0.163987,0.108911,0.30137,0.307344,'Les Arnaqueurs',XJ12,Preto,2014,cluster2
196,01/05/2014,Jaguar,'São Paulo',0.152756,0.244373,0.108911,0.30137,0.307344,'Bright Orange',XK,Prata,2014,cluster2
197,01/06/2014,Jaguar,'São Paulo',0.152756,0.163987,0.108911,0.30137,0.307344,'Honest John',XJ12,Prata,2014,cluster2
198,01/07/2014,Jaguar,'São Paulo',0.124409,0.244373,0.108911,0.986301,0.307344,WheelsRUs,XK,Prata,2014,cluster2
199,01/08/2014,Jaguar,'São Paulo',0.152756,0.163987,0.158416,0.30137,0.307344,CunShut,XK,Verde,2014,cluster2
200,01/09/2014,Jaguar,'Rio de Janeiro',0.568504,0.324759,0.158416,0.986301,0.307344,'Rocky Riding',XJ12,Azul,2014,cluster0
201,01/10/2014,Jaguar,'Espírito Santo',0.568504,0.163987,0.158416,0.986301,0.761559,'Voitures Diplomatiques S.A.',XJ12,Prata,2014,cluster2
202,01/11/2014,Jaguar,'São Paulo',0.152756,0.244373,0.009901,0.30137,0.761559,'Aldo Motors',XJ6,Verde,2014,cluster2
203,01/12/2014,Jaguar,'São Paulo',0.124409,0.163987,0.009901,0.30137,0.761559,'Aldo Motors',XK,Púrpura,2014,cluster2
204,02/01/2015,Jaguar,'São Paulo',0.152756,0.244373,0.009901,0.986301,0.761559,'Honest John',XK,Prata,2015,cluster2
205,02/02/2015,Jaguar,'São Paulo',0.152756,0.163987,0.009901,0.30137,0.761559,'Bright Orange',XK,Verde,2015,cluster2
206,02/03/2015,Jaguar,'São Paulo',0.152756,0.244373,0.158416,0.30137,0.761559,CunShut,XK,Púrpura,2015,cluster2
207,02/04/2015,Jaguar,'São Paulo',0.124409,0.163987,0.158416,0.30137,0.761559,WheelsRUs,XJ6,Vermelho,2015,cluster0
208,02/05/2015,Jaguar,'São Paulo',0.568504,0.244373,0.158416,0.30137,0.761559,'Crippen & Co',XJ6,Vermelho,2015,cluster0
209,02/06/2015,Jaguar,'Espírito Santo',0.152756,0.163987,0.108911,0.273973,0.761559,'Voitures Diplomatiques S.A.',XJ6,Vermelho,2015,cluster0
210,02/07/2015,Jaguar,'Rio de Janeiro',0.124409,0.244373,0.108911,0.273973,0.761559,'Rocky Riding',XK,Púrpura,2015,cluster0
211,02/08/2015,Jaguar,'São Paulo',0.124409,0.163987,0.108911,0.273973,0.546691,'Crippen & Co',XK,Verde,2015,cluster2
212,02/09/2015,Jaguar,'Minas Gerais',0.124409,0.083601,0.108911,0.30137,0.546691,'Les Arnaqueurs',XK,Preto,2015,cluster0
213,02/10/2015,Jaguar,'São Paulo',0.124409,0.163987,0.158416,0.30137,0.546691,WheelsRUs,XK,Prata,2015,cluster2
214,02/11/2015,Jaguar,'São Paulo',0.124409,0.244373,0.158416,0.30137,0.546691,WheelsRUs,XK,Prata,2015,cluster2
215,02/12/2015,Jaguar,'São Paulo',0.124409,0.163987,0.158416,0.30137,1,CunShut,XK,Prata,2015,cluster2
216,01/01/2014,Jaguar,'São Paulo',0.124409,0.244373,0.158416,0.30137,1,CunShut,XJ6,Verde,2014,cluster2
217,01/02/2014,Bentley,'São Paulo',0.124409,0.168489,0.158416,0.30137,1,'Bright Orange',Continental,Azul,2014,cluster1
218,01/03/2014,Bentley,'São Paulo',0.152756,0.168489,0.158416,0.30137,1,'Bright Orange',Arnage,Prata,2014,cluster1
219,01/04/2014,Bentley,'São Paulo',0.152756,0.168489,0.158416,0.452055,0.761559,'Honest John',Azure,Vermelho,2014,cluster1
220,01/05/2014,Bentley,'São Paulo',0.568504,0.168489,0.158416,0.452055,1,'Honest John','Turbo R',Vermelho,2014,cluster1
221,01/06/2014,Bentley,'São Paulo',0.568504,0.401929,0.108911,0.452055,0.761559,'Aldo Motors',Continental,Prata,2014,cluster1
222,01/07/2014,Bentley,'São Paulo',0.568504,0.401929,0.108911,0.452055,1,'Aldo Motors',Continental,Prata,2014,cluster1
223,01/08/2014,Bentley,'Espírito Santo',0.568504,0.168489,0.108911,0.452055,0.761559,'Voitures Diplomatiques S.A.',Continental,Verde,2014,cluster1
224,01/09/2014,Bentley,'Rio de Janeiro',0.568504,0.168489,0.108911,0.452055,1,'Rocky Riding',Azure,Preto,2014,cluster1
225,01/10/2014,Bentley,'Minas Gerais',0.152756,0.168489,0.108911,0.30137,0.761559,'Les Arnaqueurs','Turbo R',Prata,2014,cluster2
226,01/11/2014,Bentley,'São Paulo',0.568504,0.401929,0.108911,0.273973,1,'Aldo Motors',Continental,Prata,2014,cluster1
227,01/12/2014,Bentley,'São Paulo',0.152756,0.401929,0.108911,0.273973,0.761559,'Honest John',Continental,Prata,2014,cluster1
228,02/01/2015,Bentley,'São Paulo',0.152756,0.401929,0.108911,0.273973,0.761559,'Bright Orange',Continental,Azul,2015,cluster1
229,02/02/2015,Bentley,'São Paulo',0.568504,0.168489,0.108911,0.30137,1,CunShut,Continental,Azul,2015,cluster1
230,02/03/2015,Bentley,'São Paulo',0.568504,0.168489,0.108911,0.452055,0.546691,WheelsRUs,Continental,Verde,2015,cluster1
231,02/04/2015,Bentley,'Minas Gerais',0.135433,0.168489,0.108911,0.452055,0.546691,'Les Arnaqueurs',Azure,Azul,2015,cluster1
232,02/05/2015,Bentley,'São Paulo',0.568504,0.168489,0.108911,0.452055,0.546691,'Crippen & Co','Turbo R',Vermelho,2015,cluster1
233,02/06/2015,Bentley,'Rio de Janeiro',0.124409,0.401929,0.108911,0.30137,0.546691,'Rocky Riding','Turbo R',Vermelho,2015,cluster0
234,02/07/2015,Bentley,'São Paulo',0.124409,0.401929,0.108911,0.30137,0.307344,'Aldo Motors',Continental,Vermelho,2015,cluster1
235,02/08/2015,Bentley,'São Paulo',0.124409,0.168489,0.108911,0.452055,0.307344,'Honest John',Continental,Púrpura,2015,cluster1
236,02/09/2015,Bentley,'Minas Gerais',0.135433,0.401929,0.257426,0.273973,0.307344,'Les Arnaqueurs',Continental,Púrpura,2015,cluster1
237,02/10/2015,Bentley,'São Paulo',0.124409,0.401929,0.207921,0.273973,0.307344,WheelsRUs,Continental,Verde,2015,cluster1
238,02/11/2015,Bentley,'São Paulo',0.152756,0.401929,0.207921,0.273973,0.307344,'Honest John',Continental,Preto,2015,cluster1
239,02/12/2015,Bentley,'São Paulo',0.152756,0.168489,0.207921,0.273973,0.307344,'Aldo Motors',Azure,Azul,2015,cluster1
240,02/01/2015,Bentley,Paraná,0.152756,0.168489,0.039604,0.054795,0.307344,'Costa Del Speed','Turbo R',Prata,2015,cluster1
241,02/02/2015,Jaguar,Bahia,0.062992,0.244373,0.039604,0.054795,0.307344,Karz,XK,Vermelho,2015,cluster0
242,02/03/2015,TVR,Paraná,0.135433,0.244373,0.039604,0.054795,0.161378,'Costa Del Speed',Tuscan,Azul,2015,cluster1
243,02/04/2015,Jaguar,Bahia,0.124409,0.244373,0.039604,0.054795,0.161378,Karz,XK,Verde,2015,cluster0
244,02/05/2015,TVR,'Espírito Santo',0.062992,0.244373,0.039604,0.054795,0.161378,'Voitures Diplomatiques S.A.',Cerbera,Prata,2015,cluster2
245,02/06/2015,Jaguar,'Rio de Janeiro',0.631496,0.244373,0.039604,0.054795,0.161378,'Rocky Riding',XK,Prata,2015,cluster0
246,02/07/2015,TVR,'São Paulo',0.062992,0.244373,0.039604,0.054795,0.161378,'Honest John',Tuscan,Azul,2015,cluster2
247,02/08/2015,Jaguar,'Minas Gerais',0.135433,0.244373,0.039604,0.054795,0.161378,'Les Arnaqueurs',XK,Prata,2015,cluster2
248,02/09/2015,TVR,'São Paulo',0.062992,0.244373,0.039604,0.054795,0.161378,WheelsRUs,Cerbera,Prata,2015,cluster2
249,02/10/2015,Jaguar,'Rio de Janeiro',0.124409,0.244373,0.039604,0.054795,0.161378,'Rocky Riding',XK,Vermelho,2015,cluster0
250,02/11/2015,TVR,'São Paulo',0.135433,0.244373,0.039604,0.054795,0.161378,WheelsRUs,Tuscan,Azul,2015,cluster1
251,02/12/2015,Jaguar,'São Paulo',0.062992,0.244373,0.039604,0.054795,0.161378,'Bright Orange',XK,Azul,2015,cluster2
252,02/01/2015,Jaguar,'São Paulo',0.135433,0.244373,0.039604,0.054795,0.161378,'Olde Englande',XJ6,Azul,2015,cluster1
253,02/02/2015,Jaguar,'São Paulo',0.124409,0.168489,0.039604,0.054795,0.093382,'Impressive Wheels',XJ6,Púrpura,2015,cluster2
254,02/03/2015,Jaguar,'São Paulo',0.124409,0.168489,0.039604,0.054795,0.093382,'Olde Englande',XJ6,Verde,2015,cluster2
255,02/04/2015,Jaguar,'São Paulo',0.124409,0.168489,0.039604,0.054795,0.093382,'Smooth Riders',XJ6,Preto,2015,cluster2
256,02/05/2015,Jaguar,'São Paulo',0.124409,0.401929,0.039604,0.054795,0.093382,'Luxury Rentals',XK,Vermelho,2015,cluster0
257,02/06/2015,Jaguar,'São Paulo',0.135433,0.401929,0.039604,0.054795,0.093382,'Premium Motor Vehicles',XK,Prata,2015,cluster2
258,02/07/2015,Jaguar,'São Paulo',0.135433,0.168489,0.039604,0.054795,0.093382,'Luxury Rentals',XJ6,Prata,2015,cluster2
259,02/08/2015,Jaguar,'São Paulo',0.124409,0.168489,0.039604,0.054795,0.093382,'Aldo Motors',XJ6,Prata,2015,cluster2
260,02/09/2015,Jaguar,'São Paulo',0.124409,0.168489,0.039604,0.054795,0.093382,'Honest John',XK,Prata,2015,cluster2
261,02/10/2015,Jaguar,'São Paulo',0.124409,0.401929,0.039604,0.054795,0.093382,'Honest John',XK,Prata,2015,cluster2
262,02/11/2015,Jaguar,'São Paulo',0.124409,0.168489,0.039604,0.054795,0.093382,'Bright Orange',XJ6,Prata,2015,cluster2
263,02/12/2015,Jaguar,'São Paulo',0.135433,0.401929,0.039604,0.054795,0.093382,CunShut,XK,Azul,2015,cluster2
264,02/01/2015,Jaguar,'São Paulo',0.135433,0.401929,0.039604,0.054795,0.093382,WheelsRUs,XK,Azul,2015,cluster2
265,02/02/2015,MGB,'São Paulo',0.124409,0.032154,0.039604,0.054795,0.161378,'Olde Englande',GT,Vermelho,2015,cluster0
266,02/03/2015,MGB,'São Paulo',0.124409,0.057878,0.039604,0.054795,0.161378,WheelsRUs,GT,Verde,2015,cluster2
267,02/04/2015,MGB,'São Paulo',0.034646,0.032154,0.039604,0.054795,0.161378,WheelsRUs,GT,Vermelho,2015,cluster0
268,02/05/2015,MGB,'São Paulo',0.017323,0.057878,0.039604,0.054795,0.161378,CunShut,GT,Vermelho,2015,cluster0
269,02/06/2015,MGB,'São Paulo',0.017323,0.032154,0.039604,0.068493,0.161378,CunShut,GT,Vermelho,2015,cluster0
270,02/07/2015,MGB,'São Paulo',0.017323,0.057878,0.039604,0.054795,0.161378,'Bright Orange',GT,Vermelho,2015,cluster1
271,02/08/2015,MGB,'São Paulo',0.034646,0.032154,0.039604,0.054795,0.161378,'Honest John',GT,Azul,2015,cluster2
272,02/09/2015,MGB,'São Paulo',0.017323,0.057878,0.039604,0.054795,0.161378,'Aldo Motors',GT,Verde,2015,cluster2
273,02/10/2015,MGB,'São Paulo',0.034646,0.032154,0.039604,0.068493,0.161378,'Honest John',GT,Prata,2015,cluster2
274,02/11/2015,MGB,'São Paulo',0.017323,0.057878,0.039604,0.054795,0.161378,'Bright Orange',GT,Prata,2015,cluster2
275,02/12/2015,MGB,'São Paulo',0.034646,0.032154,0.039604,0.054795,0.161378,'Aldo Motors',GT,Azul,2015,cluster1
276,02/01/2015,MGB,'São Paulo',0.017323,0.032154,0.039604,0.054795,0.161378,'Luxury Rentals',GT,Verde,2015,cluster1
277,02/02/2015,Triumph,'São Paulo',0.017323,0.057878,0.039604,0.054795,0.161378,'Smooth Riders',TR4,Preto,2015,cluster2
278,02/03/2015,Triumph,'São Paulo',0.034646,0.11254,0.039604,0.054795,0.161378,'Honest John',TR5,Púrpura,2015,cluster2
279,02/04/2015,Triumph,'São Paulo',0.017323,0.057878,0.039604,0.068493,0.161378,'Impressive Wheels',TR7,Verde,2015,cluster2
280,02/05/2015,Triumph,'São Paulo',0.017323,0.11254,0.039604,0.054795,0.161378,'Bright Orange',TR4,Azul,2015,cluster1
281,02/06/2015,Triumph,Paraná,0.017323,0.057878,0.039604,0.054795,0.161378,'Costa Del Speed',TR4,Prata,2015,cluster0
282,02/07/2015,Triumph,'São Paulo',0.017323,0.11254,0.039604,0.054795,0.161378,CunShut,TR5,Prata,2015,cluster2
283,02/08/2015,Triumph,'São Paulo',0.034646,0.11254,0.039604,0.068493,0.161378,WheelsRUs,TR5,Azul,2015,cluster1
284,02/09/2015,Triumph,'São Paulo',0.017323,0.11254,0.039604,0.054795,0.161378,'Olde Englande',TR4,Azul,2015,cluster1
285,02/10/2015,Triumph,'São Paulo',0.034646,0.11254,0.039604,0.054795,0.161378,'Impressive Wheels',TR4,Vermelho,2015,cluster0
286,02/11/2015,Triumph,'São Paulo',0.034646,0.11254,0.039604,0.054795,0.161378,CunShut,TR7,Vermelho,2015,cluster0
287,02/12/2015,Triumph,'São Paulo',0.034646,0.11254,0.039604,0.054795,0.161378,'Bright Orange',TR4,Verde,2015,cluster1
288,09/01/2015,Triumph,'Minas Gerais',0.034646,0.11254,0.108911,0.561644,0.274705,'Chateau Moi',TR5,Prata,2015,cluster2
289,10/01/2015,'Aston Martin','Minas Gerais',0.344882,0.203376,0.257426,0.561644,1,'Vive la Vitesse!',DB7,Vermelho,2015,cluster0
290,11/02/2015,'Aston Martin','Minas Gerais',0.311811,0.115756,0.108911,0.561644,1,'Carosse Des Papes',DB7,Azul,2015,cluster1
291,12/03/2015,'Aston Martin','Espírito Santo',0.018898,0.14791,0.207921,0.561644,0.728015,'Three Country Cars',Vantage,Verde,2015,cluster0
292,13/03/2015,'Aston Martin','Espírito Santo',0.108661,0.115756,0.158416,0.561644,1,Jungfrau,Vantage,Prata,2015,cluster2
293,14/03/2015,'Rolls Royce','Minas Gerais',0.344882,0.203376,0.207921,0.561644,1,'Chateau Moi',Camargue,Prata,2015,cluster2
294,15/04/2015,'Aston Martin','Minas Gerais',0.164094,0.115756,0.50495,0.219178,0.728015,'Vive la Vitesse!',DB7,Azul,2015,cluster1
295,16/04/2015,'Rolls Royce','Minas Gerais',0.018898,0.14791,0.257426,0.219178,1,'Carosse Des Papes',Camargue,Preto,2015,cluster0
296,17/05/2015,'Aston Martin','Espírito Santo',0.164094,0.115756,0.207921,0.219178,1,'Three Country Cars',Vantage,Vermelho,2015,cluster0
297,18/05/2015,'Aston Martin','Espírito Santo',0.108661,0.115756,0.108911,0.561644,1,Jungfrau,DB7,Azul,2015,cluster1
298,19/05/2015,'Aston Martin','Minas Gerais',0.164094,0.115756,0.207921,0.041096,1,'Chateau Moi',Vantage,Verde,2015,cluster0
299,20/06/2015,'Aston Martin','Minas Gerais',0.113008,0.14791,0.50495,0.561644,0.728015,'Vive la Vitesse!',DB7,Prata,2015,cluster2
300,21/07/2015,'Aston Martin','Minas Gerais',0.344882,0.115756,0.257426,0.561644,1,'Carosse Des Papes',Vantage,Prata,2015,cluster2
301,22/07/2015,'Rolls Royce','Espírito Santo',0.164094,0.115756,0.207921,0.178082,1,'Three Country Cars',Camargue,Púrpura,2015,cluster0
302,23/09/2015,'Aston Martin','Espírito Santo',0.108661,0.14791,0.257426,0.041096,1,Jungfrau,DB7,Preto,2015,cluster0
303,24/10/2015,'Aston Martin','Espírito Santo',0.113008,0.115756,0.108911,0.178082,1,Jungfrau,DB9,Vermelho,2015,cluster0
304,25/11/2015,'Rolls Royce','Minas Gerais',0.311811,0.115756,0.207921,0.041096,0.728015,'Vive la Vitesse!',Camargue,Azul,2015,cluster1
305,26/11/2015,'Aston Martin','Espírito Santo',0.113008,0.203376,0.158416,0.561644,1,Jungfrau,DB9,Verde,2015,cluster0
306,27/11/2015,'Aston Martin','Minas Gerais',0.344882,0.115756,0.108911,0.561644,1,'Carosse Des Papes',DB7,Prata,2015,cluster2
307,04/10/2014,'Aston Martin','Rio de Janeiro',0.113008,0.115756,0.108911,0.39726,1,'Ambassador Cars',DB9,Prata,2014,cluster2
308,04/10/2014,'Rolls Royce','Rio de Janeiro',0.474016,0.324759,0.108911,0.39726,0.546691,'Ambassador Cars',Camargue,Prata,2014,cluster2
309,01/01/2014,'Aston Martin','Rio de Janeiro',0.631496,0.485531,0.009901,0.808219,0.365367,'Embassy Motors',DB9,Azul,2014,cluster1
310,02/02/2014,'Rolls Royce','Rio de Janeiro',0.429921,0.485531,0.158416,0.534247,0.365367,'Style ‘N Ride',Camargue,Verde,2014,cluster0
311,03/03/2014,'Rolls Royce','Rio de Janeiro',0.43622,0.569132,0.009901,0.534247,0.365367,'Embassy Motors',Camargue,Azul,2014,cluster1
312,04/04/2014,'Rolls Royce','Rio de Janeiro',0.455118,0.401929,0.009901,0.808219,0.365367,'Sporty Types Corp',Camargue,Prata,2014,cluster2
313,04/05/2014,'Rolls Royce','Rio de Janeiro',0.52126,0.807074,0.009901,0.534247,0.365367,BritWheels,Camargue,Verde,2014,cluster0
314,04/06/2014,'Aston Martin','Rio de Janeiro',0.568504,0.363344,0.158416,0.260274,0.365367,'Style ‘N Ride',DB9,Púrpura,2014,cluster0
315,04/07/2014,'Aston Martin','Rio de Janeiro',0.662992,0.154341,0.50495,0.534247,0.365367,'Tweedy Wheels',DB9,Vermelho,2014,cluster0
316,04/08/2014,'Aston Martin','Rio de Janeiro',0.694488,0.102894,0.009901,0.534247,0.546691,'Ambassador Cars',DB9,Azul,2014,cluster1
317,04/09/2014,'Aston Martin','Rio de Janeiro',0.348031,0.491254,0.029703,0.534247,0.546691,'Ambassador Cars',DB9,Prata,2014,cluster2
318,04/11/2014,'Aston Martin','Rio de Janeiro',0.307087,0.639871,0.009901,0.808219,0.546691,'Tweedy Wheels',DB9,Azul,2014,cluster1
319,04/11/2014,'Aston Martin','Rio de Janeiro',0.474016,0.807074,0.009901,0.808219,0.546691,'Sporty Types Corp',DB9,Prata,2014,cluster2
320,04/12/2014,'Aston Martin','Rio de Janeiro',0.851969,0.807074,1,0.808219,0.546691,'Style ‘N Ride',DB9,Prata,2014,cluster0
321,04/12/2014,'Aston Martin','Rio de Janeiro',0.474016,1,0.009901,0.808219,0.3835,BritWheels,DB9,Preto,2014,cluster0
322,02/01/2015,'Aston Martin','Rio de Janeiro',1,0.807074,0.009901,0.945205,0.3835,'Tweedy Wheels',DB9,Verde,2015,cluster1
