@relation forestfires-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_clustered

@attribute Instance_number numeric
@attribute X numeric
@attribute Y numeric
@attribute month {mar,oct,aug,sep,apr,jun,jul,feb,jan,dec,may,nov}
@attribute day {fri,tue,sat,sun,mon,wed,thu}
@attribute FFMC numeric
@attribute DMC numeric
@attribute DC numeric
@attribute ISI numeric
@attribute temp numeric
@attribute RH numeric
@attribute wind numeric
@attribute rain numeric
@attribute area numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
222,0.375,0.142857,mar,mon,0.889032,0.176085,0.112466,0.089127,0.282958,0.364706,0.6,0,36.85,cluster1
223,0.125,0,jul,fri,0.898065,0.514128,0.354169,0.121212,0.360129,0.752941,0.355556,0,37.02,cluster0
224,0.75,0.285714,sep,wed,0.92129,0.281875,0.853524,0.110517,0.424437,0.494118,0.455556,0,37.71,cluster0
225,0.375,0.285714,sep,sun,0.965161,0.510682,0.845198,0.144385,0.665595,0.282353,0.5,0,48.55,cluster2
226,0.75,0.428571,oct,mon,0.941935,0.163336,0.807083,0.197861,0.446945,0.341176,0.4,0,49.37,cluster0
227,0.875,0.571429,aug,sat,0.948387,0.278084,0.554591,0.212121,0.575563,0.223529,0.455556,0,58.3,cluster2
228,0.375,0.571429,sep,sun,0.965161,0.510682,0.845198,0.144385,0.839228,0.129412,0.3,0,64.1,cluster2
229,0.875,0.571429,aug,sat,0.948387,0.278084,0.554591,0.212121,0.456592,0.329412,0.4,0,71.3,cluster2
230,0.375,0.285714,sep,wed,0.957419,0.455548,0.811188,0.163993,0.778135,0.070588,0.455556,0,88.49,cluster0
231,0,0.428571,sep,sun,0.965161,0.510682,0.845198,0.144385,0.823151,0.141176,0.3,0,95.18,cluster0
232,0.625,0.285714,sep,tue,0.932903,0.442453,0.802979,0.124777,0.530547,0.329412,0.255556,0,103.39,cluster0
233,1,0.285714,sep,tue,0.847742,0.249139,0.778703,0.057041,0.710611,0.247059,0.3,0,105.66,cluster0
234,0.375,0.428571,sep,sat,0.952258,0.413508,0.781635,0.153298,0.498392,0.117647,0.3,0,154.88,cluster0
235,0.875,0.571429,aug,sun,0.938065,0.486906,0.696024,0.188948,0.559486,0.305882,0.6,0,196.48,cluster2
236,0.125,0,sep,sat,0.952258,0.413508,0.781635,0.153298,0.514469,0.364706,0.155556,0,200.94,cluster0
237,0,0,sep,tue,0.932903,0.442453,0.802979,0.124777,0.533762,0.294118,0.2,0,212.88,cluster0
238,0.625,0.428571,sep,sat,0.952258,0.413508,0.781635,0.153298,0.736334,0.141176,0.4,0,1090.84,cluster0
239,0.75,0.428571,apr,sun,0.815484,0.006547,0,0.062389,0.360129,0.705882,0.155556,0,0,cluster2
240,0.625,0.142857,apr,wed,0.894194,0.055479,0.04175,0.067736,0.418006,0.423529,0.255556,0,0,cluster1
241,0.375,0.285714,apr,fri,0.829677,0.076499,0.09077,0.040998,0.466238,0.058824,0.3,0,0,cluster0
242,0.125,0.285714,aug,sun,0.974194,0.417643,0.682538,0.229947,0.424437,0.6,0.4,0,10.13,cluster2
243,0.75,0.285714,aug,sun,0.943226,0.599586,0.812478,0.245989,0.633441,0.682353,0.8,0.15625,0,cluster2
244,0.125,0.285714,aug,sun,0.943226,0.599586,0.812478,0.245989,0.649518,0.458824,0.8,0,2.87,cluster2
245,0.25,0.285714,aug,sun,0.943226,0.599586,0.812478,0.245989,0.790997,0.270588,0.655556,0,0.76,cluster2
246,0.5,0.285714,aug,sun,0.943226,0.599586,0.812478,0.245989,0.755627,0.282353,0.555556,0,0.09,cluster2
247,0.125,0.285714,aug,wed,0.948387,0.311854,0.58133,0.171123,0.594855,0.647059,0.2,0,0.75,cluster2
248,0.875,0.571429,aug,wed,0.96,0.538249,0.772605,0.240642,0.85209,0.152941,0.255556,0,0,cluster2
249,0.25,0.285714,aug,wed,0.96,0.538249,0.772605,0.240642,0.62701,0.294118,0,0,2.47,cluster2
250,0.875,0.428571,aug,wed,0.96,0.538249,0.772605,0.240642,0.790997,0.117647,0.3,0,0.68,cluster2
251,0.875,0.428571,aug,wed,0.96,0.538249,0.772605,0.240642,0.700965,0.247059,0.3,0,0.24,cluster2
252,0.625,0.428571,aug,wed,0.96,0.538249,0.772605,0.240642,0.639871,0.258824,0.355556,0,0.21,cluster2
253,0.75,0.285714,aug,thu,0.944516,0.372502,0.653923,0.142602,0.617363,0.270588,0.255556,0,1.52,cluster2
254,0.625,0.142857,aug,thu,0.940645,0.472088,0.719831,0.112299,0.536977,0.305882,0.3,0,10.34,cluster2
255,0.125,0.428571,aug,thu,0.887742,0.261544,0.805559,0.089127,0.646302,0.364706,0.4,0,0,cluster2
256,0.875,0.571429,aug,sat,0.974194,0.400069,0.672218,0.196078,0.697749,0.305882,0.2,0,8.02,cluster2
257,0.375,0.142857,aug,sat,0.974194,0.400069,0.672218,0.196078,0.617363,0.341176,0.255556,0,0.68,cluster2
258,0.25,0.285714,aug,sat,0.943226,0.585114,0.802627,0.244207,0.59164,0.517647,0.055556,0,0,cluster2
259,0.75,0.285714,aug,sat,0.943226,0.585114,0.802627,0.244207,0.691318,0.294118,0.155556,0,1.38,cluster2
260,0.125,0.285714,aug,mon,0.966452,0.333563,0.626363,0.256684,0.839228,0.2,0.4,0,8.85,cluster2
261,0.25,0.285714,aug,fri,0.940645,0.383529,0.662718,0.158645,0.289389,0.811765,0.8,0,3.3,cluster2
262,0.125,0.285714,aug,fri,0.940645,0.383529,0.662718,0.158645,0.617363,0.317647,0.3,0,4.25,cluster0
263,0.625,0.142857,aug,fri,0.934194,0.482426,0.728509,0.12656,0.549839,0.282353,0.355556,0,1.56,cluster0
264,0.375,0.285714,aug,fri,0.975484,0.573742,0.793362,0.231729,0.630225,0.447059,0.3,0,6.54,cluster2
265,0.375,0.285714,aug,tue,0.967742,0.34838,0.636097,0.26025,0.639871,0.458824,0.8,0,0.79,cluster2
266,0.625,0.428571,aug,tue,0.975484,0.450034,0.702709,0.404635,0.553055,0.470588,0.4,0,0.17,cluster2
267,0.125,0,aug,tue,0.947097,0.522054,0.762636,0.254902,0.691318,0.105882,0.3,0,0,cluster2
268,0.25,0.285714,aug,tue,0.947097,0.522054,0.762636,0.254902,0.604502,0.2,0.3,0,0,cluster2
269,0.375,0.285714,aug,tue,0.947097,0.522054,0.762636,0.254902,0.543408,0.447059,0.255556,0,4.4,cluster2
270,0.125,0,aug,tue,0.947097,0.522054,0.762636,0.254902,0.630225,0.482353,0.3,0,0.52,cluster2
271,0.875,0.571429,aug,tue,0.947097,0.522054,0.762636,0.254902,0.575563,0.505882,0.455556,0,9.27,cluster2
272,0.125,0.428571,aug,tue,0.947097,0.522054,0.762636,0.254902,0.578778,0.376471,0.4,0,3.09,cluster2
273,0.375,0.571429,dec,sun,0.847742,0.089938,0.405301,0.121212,0.083601,0.494118,0.9,0,8.98,cluster2
274,0.875,0.571429,dec,wed,0.842581,0.092006,0.406591,0.094474,0.093248,0.541176,0.844444,0,11.19,cluster1
275,0.375,0.571429,dec,thu,0.850323,0.087181,0.403542,0.035651,0.093248,0.541176,0.5,0,5.38,cluster1
276,0.375,0.285714,dec,mon,0.860645,0.083735,0.400844,0.046346,0.07717,0.070588,0.9,0,17.85,cluster1
277,0.25,0.285714,dec,mon,0.860645,0.083735,0.400844,0.046346,0.07717,0.070588,0.9,0,10.73,cluster1
278,0.375,0.285714,dec,mon,0.860645,0.083735,0.400844,0.046346,0.07717,0.070588,0.9,0,22.03,cluster1
279,0.375,0.285714,dec,mon,0.860645,0.083735,0.400844,0.046346,0.07717,0.070588,0.9,0,9.77,cluster1
280,0.375,0.571429,dec,fri,0.851613,0.088215,0.404245,0.073084,0,0.517647,0.5,0,9.27,cluster0
281,0.625,0.428571,dec,tue,0.860645,0.083735,0.400844,0.046346,0.093248,0.105882,0.9,0,24.77,cluster1
282,0.625,0.142857,feb,sun,0.854194,0.090972,0.405301,0.060606,0.064309,0.423529,0.4,0,0,cluster2
283,0.25,0.285714,feb,wed,0.88,0.018952,0.012666,0.057041,0.212219,0.235294,0.3,0,1.1,cluster1
284,0.5,0.285714,feb,fri,0.858065,0.013094,0.009265,0.112299,0.170418,0.364706,0.844444,0,24.24,cluster0
285,0.125,0.428571,jul,sun,0.970323,0.580979,0.473672,0.219251,0.681672,0.294118,0.655556,0,0,cluster2
286,0.75,0.571429,jul,wed,0.935484,0.627154,0.504046,0.222816,0.334405,0.882353,0.8,0.03125,0,cluster2
287,0.75,0.285714,jul,sat,0.940645,0.355272,0.547672,0.160428,0.639871,0.4,0.255556,0,0,cluster1
288,0.75,0.285714,jul,sat,0.940645,0.355272,0.547672,0.160428,0.707395,0.2,0.155556,0,0,cluster1
289,0.75,0.285714,jul,sat,0.940645,0.355272,0.547672,0.160428,0.710611,0.176471,0.155556,0,0,cluster1
290,0.125,0.428571,jul,sat,0.940645,0.355272,0.547672,0.160428,0.530547,0.447059,0.155556,0,0,cluster1
291,1,0.285714,jul,sat,0.940645,0.355272,0.547672,0.160428,0.742765,0.282353,0.055556,0,8,cluster1
292,0.375,0.428571,jul,fri,0.940645,0.341489,0.537586,0.112299,0.665595,0.294118,0.1,0,2.64,cluster0
293,0.75,0.571429,jul,tue,0.96,0.61785,0.495954,0.196078,0.794212,0.152941,0.555556,0,86.45,cluster2
294,0.875,0.571429,jul,tue,0.949677,0.302205,0.507799,0.151515,0.4791,0.611765,0.355556,0,6.57,cluster2
295,0.75,0.428571,jun,sun,0.96,0.61785,0.495954,0.196078,0.643087,0.388235,0.1,0,0,cluster2
296,0.625,0.285714,jun,sun,0.925161,0.304618,0.33177,0.114082,0.389068,0.364706,0.155556,0,0.9,cluster2
297,0.875,0.571429,jun,sun,0.925161,0.304618,0.33177,0.114082,0.424437,0.352941,0.2,0,0,cluster2
298,0.875,0.571429,jun,wed,0.935484,0.505513,0.433095,0.226381,0.559486,0.329412,0.5,0,0,cluster2
299,0.625,0.428571,jun,sat,0.447742,0.240868,0.264923,0.00713,0.270096,0.882353,0.255556,0,0,cluster1
300,0.625,0.428571,jun,mon,0.925161,0.317712,0.340331,0.13369,0.594855,0.117647,0.5,0,0,cluster1
301,0.625,0.428571,jun,mon,0.925161,0.317712,0.340331,0.13369,0.543408,0.282353,0.555556,0,3.52,cluster1
302,0.25,0.571429,jun,fri,0.934194,0.320469,0.26293,0.12656,0.546624,0.270588,0.455556,0,0,cluster0
303,0.25,0.571429,jun,fri,0.934194,0.320469,0.26293,0.12656,0.546624,0.270588,0.455556,0,0,cluster0
304,0.625,0.428571,may,sat,0.856774,0.092695,0.124194,0.062389,0.292605,0.929412,0.5,0,0,cluster1
305,0,0.285714,sep,sun,0.914839,0.28601,0.828427,0.101604,0.540193,0.435294,0.2,0,0,cluster0
306,0.75,0.285714,sep,sun,0.914839,0.28601,0.828427,0.101604,0.4791,0.447059,0.555556,0,0.41,cluster0
307,0.25,0.285714,sep,sun,0.914839,0.28601,0.828427,0.101604,0.694534,0.235294,0.355556,0,5.18,cluster0
308,0.125,0.285714,sep,sun,0.950968,0.360786,0.879794,0.176471,0.44373,0.352941,0.155556,0,0,cluster0
309,0.125,0.285714,sep,sun,0.950968,0.360786,0.879794,0.176471,0.729904,0.141176,0.2,0,0,cluster0
310,0.75,0.285714,sep,sun,0.950968,0.360786,0.879794,0.176471,0.742765,0.141176,0.255556,0,0,cluster0
311,0.625,0.142857,sep,sun,0.950968,0.360786,0.879794,0.176471,0.726688,0.152941,0.155556,0,14.29,cluster0
312,0.125,0.285714,sep,sun,0.409032,0.15541,0.819397,0.00713,0.321543,0.741176,0.655556,0,0,cluster0
313,0.625,0.428571,sep,wed,0.953548,0.393866,0.902076,0.156863,0.710611,0.141176,0.5,0,0,cluster0
314,0.375,0.285714,sep,wed,0.953548,0.393866,0.902076,0.156863,0.562701,0.305882,0.155556,0,1.58,cluster0
315,0.25,0.285714,sep,wed,0.935484,0.460372,0.949455,0.128342,0.524116,0.176471,0.255556,0,0,cluster0
316,0.375,0.428571,sep,thu,0.950968,0.327705,0.857863,0.153298,0.527331,0.105882,0.6,0,0,cluster0
317,0.375,0.285714,sep,thu,0.950968,0.327705,0.857863,0.153298,0.546624,0.105882,0.5,0,3.78,cluster0
318,0.625,0.428571,sep,thu,0.956129,0.406272,0.909581,0.13369,0.623794,0.141176,0.2,0,0,cluster0
319,0.5,0.285714,sep,thu,0.956129,0.406272,0.909581,0.13369,0.623794,0.152941,0.655556,0,4.41,cluster0
320,0.625,0.142857,sep,thu,0.956129,0.406272,0.909581,0.13369,0.536977,0.223529,0.755556,0,34.36,cluster0
321,0,0.285714,sep,thu,0.956129,0.406272,0.909581,0.13369,0.469453,0.152941,0.4,0,7.21,cluster0
322,0.625,0.428571,sep,thu,0.956129,0.406272,0.909581,0.13369,0.469453,0.152941,0.4,0,1.01,cluster0
323,0.25,0.428571,sep,thu,0.929032,0.467953,0.95567,0.121212,0.344051,0.282353,0.255556,0,2.18,cluster0
324,0.625,0.428571,sep,thu,0.895484,0.179876,0.843204,0.096257,0.369775,0.482353,0.155556,0,4.42,cluster0
325,0,0.285714,sep,sat,0.948387,0.348725,0.872053,0.149733,0.707395,0.141176,0.3,0,0,cluster0
326,0.5,0.285714,sep,sat,0.948387,0.348725,0.872053,0.149733,0.70418,0.141176,0.3,0,0,cluster0
327,0.625,0.428571,sep,sat,0.948387,0.348725,0.872053,0.149733,0.610932,0.2,0.2,0,0,cluster0
328,0.625,0.428571,sep,sat,0.948387,0.348725,0.872053,0.149733,0.562701,0.235294,0.155556,0,0,cluster0
329,0.375,0.142857,sep,sat,0.948387,0.348725,0.872053,0.149733,0.684887,0.141176,0.4,0,3.33,cluster0
330,0.25,0.142857,sep,sat,0.948387,0.348725,0.872053,0.149733,0.707395,0.141176,0.3,0,6.58,cluster0
331,0.75,0.285714,sep,sat,0.935484,0.424879,0.92342,0.151515,0.620579,0.152941,0.455556,0,15.64,cluster0
332,0.375,0.285714,sep,sat,0.935484,0.424879,0.92342,0.151515,0.4791,0.305882,0.2,0,11.22,cluster0
333,0,0.285714,sep,mon,0.947097,0.298415,0.836402,0.16934,0.511254,0.458824,0.3,0,2.13,cluster0
334,0.125,0.142857,sep,mon,0.940645,0.369745,0.886713,0.110517,0.508039,0.423529,0.555556,0,0,cluster0
335,0.375,0.142857,sep,mon,0.940645,0.369745,0.886713,0.110517,0.244373,0.835294,0.155556,0,0,cluster0
336,0.75,0.285714,sep,mon,0.940645,0.369745,0.886713,0.110517,0.549839,0.341176,0.2,0,0,cluster0
337,0.625,0.142857,sep,mon,0.940645,0.369745,0.886713,0.110517,0.66881,0.223529,0.2,0,56.04,cluster0
338,0.875,0.571429,sep,mon,0.940645,0.369745,0.886713,0.110517,0.659164,0.235294,0.2,0,7.48,cluster0
339,0.125,0.285714,sep,mon,0.940645,0.369745,0.886713,0.110517,0.585209,0.305882,0.155556,0,1.47,cluster0
340,0.125,0.428571,sep,mon,0.940645,0.369745,0.886713,0.110517,0.549839,0.341176,0.2,0,3.93,cluster0
341,0.875,0.571429,sep,mon,0.944516,0.381116,0.894101,0.115865,0.434084,0.423529,0.2,0,0,cluster0
342,0.625,0.142857,sep,mon,0.939355,0.444521,0.937258,0.13369,0.59164,0.258824,0.155556,0,0,cluster0
343,0.875,0.571429,sep,mon,0.939355,0.444521,0.937258,0.13369,0.440514,0.423529,0.455556,0,2.18,cluster0
344,0.625,0.142857,sep,mon,0.939355,0.444521,0.937258,0.13369,0.321543,0.6,0.5,0,6.1,cluster0
345,0.125,0,sep,mon,0.939355,0.444521,0.937258,0.13369,0.469453,0.329412,0.3,0,5.83,cluster0
346,0,0.285714,sep,mon,0.939355,0.444521,0.937258,0.13369,0.614148,0.235294,0.2,0,28.19,cluster0
347,0.5,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.254019,0.705882,0.355556,0,0,cluster0
348,0.25,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.488746,0.494118,0.455556,0,0,cluster0
349,0.5,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.340836,0.576471,0.355556,0,1.64,cluster0
350,0.5,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.254019,0.705882,0.355556,0,3.71,cluster0
351,0.375,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.424437,0.447059,0.655556,0,7.31,cluster0
352,0.75,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.59164,0.329412,0.355556,0,2.03,cluster0
353,0.75,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.565916,0.376471,0.255556,0,1.72,cluster0
354,0.75,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.530547,0.411765,0.2,0,5.97,cluster0
355,0.375,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.598071,0.235294,0.5,0,13.06,cluster0
356,0.375,0.285714,sep,fri,0.947097,0.337354,0.864782,0.171123,0.598071,0.235294,0.5,0,1.26,cluster0
357,0.625,0.142857,sep,fri,0.952258,0.416609,0.916852,0.181818,0.440514,0.470588,0.355556,0,0,cluster0
358,0.625,0.142857,sep,fri,0.952258,0.416609,0.916852,0.181818,0.562701,0.282353,0.255556,0,0,cluster0
359,0,0.285714,sep,fri,0.952258,0.416609,0.916852,0.181818,0.607717,0.282353,0.2,0,8.12,cluster0
360,0.625,0.428571,sep,fri,0.952258,0.416609,0.916852,0.181818,0.5209,0.317647,0.2,0,1.09,cluster0
361,0.375,0.142857,sep,fri,0.952258,0.416609,0.916852,0.181818,0.485531,0.352941,0.4,0,3.94,cluster0
362,0.75,0.285714,sep,fri,0.896774,0.186423,0.849537,0.206774,0.418006,0.576471,0.3,0,0.52,cluster0
363,0.375,0.142857,sep,tue,0.944516,0.381116,0.894101,0.115865,0.440514,0.447059,0.2,0,2.93,cluster0
364,0.625,0.428571,sep,tue,0.944516,0.381116,0.894101,0.115865,0.607717,0.235294,0.255556,0,5.65,cluster0
365,0.625,0.428571,sep,tue,0.944516,0.381116,0.894101,0.115865,0.559486,0.352941,0.3,0,20.03,cluster0
366,0.375,0.428571,sep,tue,0.934194,0.452102,0.943122,0.222816,0.440514,0.270588,0.555556,0,1.75,cluster0
367,0.375,0.428571,sep,tue,0.934194,0.452102,0.943122,0.222816,0.456592,0.141176,0.355556,0,0,cluster0
368,0.625,0.428571,sep,sat,0.935484,0.321158,0.863727,0.149733,0.469453,0.376471,0.5,0,12.64,cluster0
369,0.375,0.428571,sep,sun,0.932903,0.948312,0.958368,0.12656,0.37299,0.729412,0.8,0,0,cluster2
370,0.75,0.285714,sep,sun,0.932903,0.948312,0.958368,0.12656,0.37299,0.729412,0.8,0,11.06,cluster2
371,0.25,0.285714,jul,wed,0.944516,0.456582,0.601149,0.142602,0.385852,0.505882,0.4,0,0,cluster2
372,0.375,0.428571,aug,sun,0.945806,0.696416,0.770025,0.144385,0.263666,0.705882,0.055556,0,0,cluster2
373,0.5,0.285714,aug,thu,0.981935,0.762578,0.810015,0.247772,0.581994,0.317647,0.255556,0,0,cluster2
374,0.625,0.428571,sep,fri,0.923871,0.99552,0.993784,0.131907,0.26045,0.741176,0.4,0,18.3,cluster0
375,0.625,0.428571,sep,sat,0.935484,0.321158,0.863727,0.149733,0.424437,0.494118,0.5,0,39.35,cluster0
376,0.875,0.571429,aug,mon,0.947097,0.709511,0.779524,0.146168,0.607717,0.458824,0.2,0,0,cluster2
377,0.125,0,aug,sat,0.967742,0.792557,0.829366,0.149733,0.633441,0.317647,0.2,0,174.63,cluster2
378,0.625,0.428571,mar,thu,0.931613,0.061337,0.026621,0.142602,0.209003,0.423529,0.6,0,0,cluster1
379,0.375,0.428571,jan,sun,0,0,0.191744,0,0.096463,1,0.055556,0,0,cluster2
380,0.5,0.285714,jul,wed,0.967742,0.345279,0.528791,0.212121,0.549839,0.282353,0.755556,0,7.73,cluster2
381,0.875,0.571429,aug,thu,0.929032,0.665059,0.744811,0.121212,0.450161,0.564706,0.255556,0,16.33,cluster2
382,0.875,0.571429,aug,wed,0.987097,0.746382,0.79993,0.320856,0.836013,0.164706,0.155556,0,5.86,cluster2
383,1,0.571429,aug,thu,0.940645,0.852171,0.874751,0.112299,0.588424,0.505882,0.255556,0,42.87,cluster2
384,0.875,0.285714,aug,sat,0.940645,0.939697,0.951331,0.137255,0.614148,0.341176,0.455556,0,12.18,cluster2
385,0.125,0.285714,aug,sun,0.940645,0.620951,0.709628,0.135472,0.601286,0.411765,0.2,0,16,cluster2
386,0.25,0.285714,sep,sun,0.926452,0.329428,0.870881,0.203209,0.59164,0.470588,0.555556,0,24.59,cluster0
387,0.5,0.428571,mar,thu,0.931613,0.061337,0.026621,0.142602,0.302251,0.388235,0.555556,0,0,cluster1
388,0.625,0.285714,aug,fri,0.981935,0.778429,0.819514,0.213904,0.678457,0.223529,0.3,0,28.74,cluster2
389,0.75,0.285714,aug,fri,0.981935,0.778429,0.819514,0.213904,0.678457,0.223529,0.3,0,0,cluster2
390,0.75,0.285714,feb,mon,0.851613,0.028946,0.059106,0.073084,0.170418,0.658824,0.655556,0,9.96,cluster1
391,0.875,0.571429,sep,fri,0.934194,0.31082,0.856339,0.128342,0.594855,0.364706,0.255556,0,30.18,cluster0
392,0,0.142857,sep,sun,0.932903,0.948312,0.958368,0.12656,0.633441,0.329412,0.4,0,70.76,cluster2
393,0.125,0.285714,mar,tue,0.963871,0.047898,0.020758,0.203209,0.418006,0.047059,0.8,0,0,cluster1
394,0.625,0.428571,feb,mon,0.843871,0.012061,0.045503,0.039216,0.099678,0.623529,0.155556,0,0,cluster1
395,0.375,0.428571,feb,sun,0.855484,0.027223,0.057465,0.062389,0.254019,0.552941,0.155556,0,51.78,cluster2
396,0.375,0.142857,sep,sun,0.926452,0.329428,0.870881,0.203209,0.585209,0.470588,0.5,0,3.64,cluster0
397,0.5,0.571429,aug,sun,0.940645,0.620951,0.709628,0.135472,0.710611,0.211765,0.355556,0,3.63,cluster2
398,0,0,aug,sat,0.967742,0.792557,0.829366,0.149733,0.762058,0.2,0.3,0,0,cluster2
399,1,0.428571,jun,wed,0.962581,0.166782,0.339862,0.249554,0.829582,0.223529,0.455556,0,0,cluster1
400,1,0.428571,jun,wed,0.962581,0.166782,0.339862,0.249554,0.829582,0.223529,0.455556,0,8.16,cluster1
401,0.25,0.285714,sep,thu,0.934194,0.300138,0.848833,0.14795,0.662379,0.364706,0.4,0,4.95,cluster0
402,1,1,aug,fri,0.981935,0.778429,0.819514,0.213904,0.733119,0.247059,0.4,0,0,cluster2
403,0.875,0.571429,aug,thu,0.929032,0.665059,0.744811,0.121212,0.614148,0.305882,0.355556,0,0,cluster2
404,0.125,0.285714,sep,wed,0.892903,0.288422,0.841093,0.065954,0.630225,0.223529,0.2,0,6.04,cluster0
405,0.125,0,aug,tue,0.979355,0.727085,0.789258,0.16934,0.826367,0.141176,0.2,0,0,cluster2
406,0.625,0.428571,sep,sat,0.882581,1,1,0.071301,0.475884,0.611765,0.5,0,3.95,cluster0
407,0.375,0.428571,feb,sat,0.851613,0.024466,0.055236,0.051693,0.385852,0.364706,0.4,0,0,cluster1
408,0.375,0.142857,sep,fri,0.923871,0.99552,0.993784,0.131907,0.569132,0.341176,0.3,0,7.8,cluster0
409,0,0.285714,jul,tue,0.949677,0.327705,0.518705,0.215686,0.681672,0.188235,0.555556,0,0,cluster2
410,0.625,0.142857,feb,fri,0.843871,0.021365,0.052656,0.048128,0.401929,0.317647,0.255556,0,0,cluster0
411,0.75,0.285714,feb,fri,0.850323,0.007236,0.041867,0.058824,0.192926,0.447059,1,0,4.62,cluster0
412,1,0.285714,jul,mon,0.949677,0.313577,0.509206,0.174688,0.662379,0.141176,0.455556,0,1.63,cluster2
413,0.75,0.428571,aug,sat,0.967742,0.792557,0.829366,0.149733,0.778135,0.211765,0.355556,0,0,cluster2
414,0.5,0.285714,aug,sun,0.966452,0.80634,0.838748,0.180036,0.70418,0.411765,0.4,0,0,cluster2
415,0.875,0.571429,aug,thu,0.981935,0.762578,0.810015,0.247772,0.813505,0.141176,0.5,0,746.28,cluster2
416,0.625,0.142857,jul,tue,0.954839,0.561682,0.666002,0.158645,0.77492,0.282353,0.3,0,7.02,cluster2
417,0.625,0.428571,mar,wed,0.963871,0.055824,0.023924,0.176471,0.37299,0.105882,0.6,0,0,cluster1
418,0.125,0.285714,aug,sun,0.945806,0.696416,0.770025,0.144385,0.729904,0.317647,0.555556,0,2.44,cluster2
419,0.125,0.428571,aug,sun,0.940645,0.620951,0.709628,0.135472,0.726688,0.247059,0.4,0,3.05,cluster2
420,0.875,0.857143,aug,wed,0.941935,0.655755,0.736484,0.139037,0.771704,0.247059,0.455556,0,185.76,cluster2
421,0.125,0.285714,aug,wed,0.987097,0.746382,0.79993,0.320856,0.919614,0.047059,0.455556,0,0,cluster2
422,0.875,0.571429,jul,sun,0.905806,0.902826,0.924123,0.092692,0.871383,0.141176,0.355556,0,6.3,cluster2
423,0,0.142857,sep,sat,0.935484,0.321158,0.863727,0.149733,0.646302,0.388235,0.4,0,0.72,cluster0
424,0.875,0.571429,aug,sat,0.967742,0.792557,0.829366,0.149733,0.794212,0.188235,0.355556,0,4.96,cluster2
425,0.125,0,aug,thu,0.940645,0.852171,0.874751,0.112299,0.585209,0.482353,0.2,0,0,cluster2
426,0.875,0.571429,aug,thu,0.940645,0.852171,0.874751,0.112299,0.585209,0.482353,0.2,0,0,cluster2
427,0.125,0.285714,aug,mon,0.947097,0.709511,0.779524,0.146168,0.826367,0.211765,0.2,0,2.35,cluster2
428,0,0.142857,aug,thu,0.981935,0.762578,0.810015,0.247772,0.771704,0.223529,0.6,0,0,cluster2
429,0.25,0.285714,aug,sun,0.940645,0.620951,0.709628,0.135472,0.720257,0.341176,0.4,0,3.2,cluster2
430,0.75,0.285714,sep,thu,0.916129,0.985872,0.986748,0.121212,0.553055,0.352941,0.355556,0,0,cluster0
431,0,0.142857,aug,sat,0.947097,0.60958,0.700598,0.171123,0.678457,0.294118,0.4,0,6.36,cluster2
432,0.875,0.571429,aug,thu,0.981935,0.762578,0.810015,0.247772,0.697749,0.270588,0.7,0,0,cluster2
433,0.125,0.285714,aug,sun,0.966452,0.80634,0.838748,0.180036,0.601286,0.6,0.5,0,15.34,cluster2
434,0,0.285714,aug,fri,0.927742,0.925913,0.942066,0.098039,0.643087,0.352941,0.355556,0,0,cluster2
435,0.125,0.428571,jul,sat,0.930323,0.288077,0.432391,0.099822,0.694534,0.423529,0.155556,0,0,cluster1
436,0.875,0.571429,aug,mon,0.947097,0.709511,0.779524,0.146168,0.790997,0.235294,0.1,0,0.54,cluster2
437,0.875,0.571429,aug,sat,0.912258,0.87009,0.891873,0.172906,0.385852,0.682353,0.255556,0,0,cluster2
438,0.125,0.428571,aug,sat,0.967742,0.792557,0.829366,0.149733,0.688103,0.447059,0.4,0,6.43,cluster2
439,0,0.142857,sep,fri,0.934194,0.31082,0.856339,0.128342,0.543408,0.364706,0.2,0,0.33,cluster0
440,0.5,0.285714,sep,fri,0.923871,0.99552,0.993784,0.131907,0.450161,0.505882,0.355556,0,0,cluster0
441,0.875,0.571429,aug,mon,0.947097,0.709511,0.779524,0.146168,0.749196,0.164706,0.155556,0,1.23,cluster2
442,0.625,0.428571,apr,mon,0.892903,0.082012,0.039522,0.065954,0.279743,0.576471,0.3,0,3.35,cluster1
443,0,0,jul,fri,0.929032,0.274983,0.422657,0.299465,0.405145,0.741176,0.844444,0,0,cluster0
444,0.125,0.428571,sep,fri,0.923871,0.99552,0.993784,0.131907,0.450161,0.505882,0.355556,0,9.96,cluster0
445,0.5,0.428571,aug,sun,0.971613,0.161268,0.108831,0.190731,0.485531,0.764706,0.455556,0,0,cluster2
